CODE,Date,Hour,TMP,WSP,WDR
KORH,10/2/2017,15,67,6,60
KORH,10/2/2017,16,66,0,0
KORH,10/2/2017,17,66,3,0
KORH,10/2/2017,18,64,0,0
KORH,10/2/2017,19,60,0,0
KORH,10/2/2017,20,58,3,0
KORH,10/2/2017,21,48,8,130
KORH,10/2/2017,22,53,6,180
KORH,10/2/2017,23,52,5,190
KPSM,10/2/2017,0,47,3,270
KPSM,10/2/2017,1,46,3,290
KPSM,10/2/2017,2,45,5,280
KPSM,10/2/2017,3,45,3,310
KPSM,10/2/2017,4,43,3,300
KPSM,10/2/2017,5,45,3,300
KPSM,10/2/2017,6,43,0,0
KPSM,10/2/2017,7,43,6,300
KPSM,10/2/2017,8,48,3,310
KPSM,10/2/2017,9,53,6,310
KPSM,10/2/2017,10,61,8,340
KPSM,10/2/2017,11,65,8,10
KPSM,10/2/2017,12,68,7,350
KPSM,10/2/2017,13,68,9,80
KPSM,10/2/2017,14,67,8,120
KPSM,10/2/2017,15,65,13,100
KPSM,10/2/2017,16,64,9,120
KPSM,10/2/2017,17,63,7,120
KPSM,10/2/2017,18,60,7,140
KPSM,10/2/2017,19,56,0,0
KPSM,10/2/2017,20,53,0,0
KPSM,10/2/2017,21,51,0,0
KPSM,10/2/2017,22,50,3,300
KPSM,10/2/2017,23,51,3,330
KPWM,10/2/2017,0,48,0,0
KPWM,10/2/2017,1,46,3,260
KPWM,10/2/2017,2,45,0,0
KPWM,10/2/2017,3,44,5,280
KPWM,10/2/2017,4,42,0,0
KPWM,10/2/2017,5,42,0,0
KPWM,10/2/2017,6,43,6,270
KPWM,10/2/2017,7,43,7,300
KPWM,10/2/2017,8,48,5,280
KPWM,10/2/2017,9,56,10,320
KPWM,10/2/2017,10,63,9,350
KPWM,10/2/2017,11,66,7,0
KPWM,10/2/2017,12,67,7,0
KPWM,10/2/2017,13,67,10,120
KPWM,10/2/2017,14,68,8,110
KPWM,10/2/2017,15,67,7,160
KPWM,10/2/2017,16,64,7,190
KPWM,10/2/2017,17,63,8,210
KPWM,10/2/2017,18,60,6,170
KPWM,10/2/2017,19,57,5,200
KPWM,10/2/2017,20,55,0,0
KPWM,10/2/2017,21,53,0,0
KPWM,10/2/2017,22,52,0,0
KPWM,10/2/2017,23,50,0,0
KBED,10/3/2017,0,46,0,0
KBED,10/3/2017,1,44,0,0
KBED,10/3/2017,2,45,0,0
KBED,10/3/2017,3,43,0,0
KBED,10/3/2017,4,42,0,0
KBED,10/3/2017,5,41,0,0
KBED,10/3/2017,6,41,0,0
KBED,10/3/2017,7,41,0,0
KBED,10/3/2017,8,44,0,0
KBED,10/3/2017,9,51,0,0
KBED,10/3/2017,10,61,8,130
KBED,10/3/2017,11,63,5,0
KBED,10/3/2017,12,64,8,140
KBED,10/3/2017,13,66,5,200
KBED,10/3/2017,14,68,5,150
KBED,10/3/2017,15,69,9,200
KBED,10/3/2017,16,68,9,180
KBED,10/3/2017,17,67,7,180
KBED,10/3/2017,18,65,6,170
KBED,10/3/2017,19,59,7,190
KBED,10/3/2017,20,59,10,190
KBED,10/3/2017,21,57,9,200
KBED,10/3/2017,22,54,7,210
KBED,10/3/2017,23,53,6,210
KORH,10/3/2017,0,44,6,220
KORH,10/3/2017,1,51,6,230
KORH,10/3/2017,2,42,6,230
KORH,10/3/2017,3,42,5,260
KORH,10/3/2017,4,40,6,80
KORH,10/3/2017,5,40,0,0
KORH,10/3/2017,6,40,0,0
KORH,10/3/2017,7,40,0,0
KORH,10/3/2017,8,44,6,0
KORH,10/3/2017,9,54,7,0
KORH,10/3/2017,10,56,6,140
KORH,10/3/2017,11,59,5,200
KORH,10/3/2017,12,60,8,190
KORH,10/3/2017,13,62,5,0
KORH,10/3/2017,14,64,8,170
KORH,10/3/2017,15,65,10,210
KORH,10/3/2017,16,65,9,220
KORH,10/3/2017,17,64,10,200
KORH,10/3/2017,18,62,6,190
KORH,10/3/2017,19,57,5,210
KORH,10/3/2017,20,56,9,210
KORH,10/3/2017,21,54,10,210
KORH,10/3/2017,22,52,9,210
KORH,10/3/2017,23,51,8,220
KPSM,10/3/2017,0,50,3,80
KPSM,10/3/2017,1,49,0,0
KPSM,10/3/2017,2,49,3,330
KPSM,10/3/2017,3,49,0,0
KPSM,10/3/2017,4,47,5,320
KPSM,10/3/2017,5,46,3,310
KPSM,10/3/2017,6,45,0,0
KPSM,10/3/2017,7,46,3,260
KPSM,10/3/2017,8,49,0,0
KPSM,10/3/2017,9,54,0,0
KPSM,10/3/2017,10,60,6,190
KPSM,10/3/2017,11,63,7,180
KPSM,10/3/2017,12,63,7,0
KPSM,10/3/2017,13,65,9,160
KPSM,10/3/2017,14,65,12,160
KPSM,10/3/2017,15,64,16,140
KPSM,10/3/2017,16,63,13,140
KPSM,10/3/2017,17,62,14,130
KPSM,10/3/2017,18,59,9,160
KPSM,10/3/2017,19,56,8,170
KPSM,10/3/2017,20,55,7,170
KPSM,10/3/2017,21,55,6,190
KPSM,10/3/2017,22,55,5,190
KPSM,10/3/2017,23,54,6,220
KPWM,10/3/2017,0,48,3,0
KPWM,10/3/2017,1,47,6,332
KPWM,10/3/2017,2,47,6,0
KPWM,10/3/2017,3,45,3,0
KPWM,10/3/2017,4,44,5,0
KPWM,10/3/2017,5,44,3,0
KPWM,10/3/2017,6,43,3,340
KPWM,10/3/2017,7,41,5,0
KPWM,10/3/2017,8,46,3,0
KPWM,10/3/2017,9,50,3,0
KPWM,10/3/2017,10,56,3,0
KPWM,10/3/2017,11,61,9,170
KPWM,10/3/2017,12,59,12,170
KPWM,10/3/2017,13,61,12,190
KPWM,10/3/2017,14,63,12,200
KPWM,10/3/2017,15,62,15,170
KPWM,10/3/2017,16,61,13,190
KPWM,10/3/2017,17,60,15,190
KPWM,10/3/2017,18,58,12,200
KPWM,10/3/2017,19,57,10,200
KPWM,10/3/2017,20,56,8,200
KPWM,10/3/2017,21,56,7,200
KPWM,10/3/2017,22,55,7,240
KPWM,10/3/2017,23,53,5,230
KBED,10/4/2017,0,52,6,220
KBED,10/4/2017,1,50,6,220
KBED,10/4/2017,2,51,5,210
KBED,10/4/2017,3,50,6,210
KBED,10/4/2017,4,50,6,230
KBED,10/4/2017,5,50,8,220
KBED,10/4/2017,6,49,3,220
KBED,10/4/2017,7,48,7,220
KBED,10/4/2017,8,51,6,230
KBED,10/4/2017,9,56,8,220
KBED,10/4/2017,10,62,8,240
KBED,10/4/2017,11,67,10,250
KBED,10/4/2017,12,69,13,220
KBED,10/4/2017,13,73,9,210
KBED,10/4/2017,14,77,12,230
KBED,10/4/2017,15,79,9,240
KBED,10/4/2017,16,77,13,210
KBED,10/4/2017,17,75,12,210
KBED,10/4/2017,18,70,6,210
KBED,10/4/2017,19,68,12,220
KBED,10/4/2017,20,67,9,210
KBED,10/4/2017,21,66,10,220
KBED,10/4/2017,22,63,9,210
KBED,10/4/2017,23,63,10,220
KORH,10/4/2017,0,50,10,240
KORH,10/4/2017,1,49,10,240
KORH,10/4/2017,2,49,12,240
KORH,10/4/2017,3,49,14,240
KORH,10/4/2017,4,49,15,250
KORH,10/4/2017,5,49,13,240
KORH,10/4/2017,6,48,12,240
KORH,10/4/2017,7,49,13,240
KORH,10/4/2017,8,50,13,240
KORH,10/4/2017,9,54,15,250
KORH,10/4/2017,10,58,12,260
KORH,10/4/2017,11,62,13,250
KORH,10/4/2017,12,66,13,240
KORH,10/4/2017,13,69,14,230
KORH,10/4/2017,14,71,14,240
KORH,10/4/2017,15,72,14,230
KORH,10/4/2017,16,72,13,250
KORH,10/4/2017,17,71,15,230
KORH,10/4/2017,18,68,10,230
KORH,10/4/2017,19,65,13,220
KORH,10/4/2017,20,63,14,230
KORH,10/4/2017,21,61,13,230
KORH,10/4/2017,22,61,18,240
KORH,10/4/2017,23,61,17,230
KPSM,10/4/2017,0,54,8,220
KPSM,10/4/2017,1,53,9,210
KPSM,10/4/2017,2,53,14,220
KPSM,10/4/2017,3,53,8,230
KPSM,10/4/2017,4,52,8,240
KPSM,10/4/2017,5,52,9,240
KPSM,10/4/2017,6,51,6,220
KPSM,10/4/2017,7,49,9,220
KPSM,10/4/2017,8,51,7,230
KPSM,10/4/2017,9,56,9,250
KPSM,10/4/2017,10,61,12,240
KPSM,10/4/2017,11,66,9,220
KPSM,10/4/2017,12,70,9,250
KPSM,10/4/2017,13,73,9,250
KPSM,10/4/2017,14,76,9,240
KPSM,10/4/2017,15,77,10,230
KPSM,10/4/2017,16,77,10,210
KPSM,10/4/2017,17,76,8,210
KPSM,10/4/2017,18,73,8,220
KPSM,10/4/2017,19,70,7,200
KPSM,10/4/2017,20,69,9,220
KPSM,10/4/2017,21,68,12,210
KPSM,10/4/2017,22,66,12,210
KPSM,10/4/2017,23,66,13,220
KPWM,10/4/2017,0,53,10,210
KPWM,10/4/2017,1,53,10,220
KPWM,10/4/2017,2,53,17,220
KPWM,10/4/2017,3,53,15,220
KPWM,10/4/2017,4,52,10,210
KPWM,10/4/2017,5,50,0,0
KPWM,10/4/2017,6,49,6,220
KPWM,10/4/2017,7,49,8,210
KPWM,10/4/2017,8,50,12,210
KPWM,10/4/2017,9,54,7,210
KPWM,10/4/2017,10,60,9,230
KPWM,10/4/2017,11,63,5,200
KPWM,10/4/2017,12,67,0,0
KPWM,10/4/2017,13,71,6,0
KPWM,10/4/2017,14,72,8,160
KPWM,10/4/2017,15,73,9,150
KPWM,10/4/2017,16,74,7,170
KPWM,10/4/2017,17,73,8,180
KPWM,10/4/2017,18,73,8,210
KPWM,10/4/2017,19,69,6,200
KPWM,10/4/2017,20,70,9,210
KPWM,10/4/2017,21,70,15,220
KPWM,10/4/2017,22,68,13,210
KPWM,10/4/2017,23,67,10,230
KBED,10/5/2017,0,63,12,220
KBED,10/5/2017,1,64,12,230
KBED,10/5/2017,2,65,12,220
KBED,10/5/2017,3,65,10,230
KBED,10/5/2017,4,64,8,240
KBED,10/5/2017,5,64,8,230
KBED,10/5/2017,6,63,8,230
KBED,10/5/2017,7,61,6,230
KBED,10/5/2017,8,65,6,230
KBED,10/5/2017,9,67,5,240
KBED,10/5/2017,10,72,7,280
KBED,10/5/2017,11,75,8,270
KBED,10/5/2017,12,77,6,290
KBED,10/5/2017,13,79,9,270
KBED,10/5/2017,14,80,9,260
KBED,10/5/2017,15,78,9,250
KBED,10/5/2017,16,79,12,280
KBED,10/5/2017,17,77,7,250
KBED,10/5/2017,18,71,6,300
KBED,10/5/2017,19,68,3,280
KBED,10/5/2017,20,62,0,0
KBED,10/5/2017,21,62,3,280
KBED,10/5/2017,22,61,0,0
KBED,10/5/2017,23,60,3,300
KORH,10/5/2017,0,61,17,230
KORH,10/5/2017,1,62,16,240
KORH,10/5/2017,2,62,17,240
KORH,10/5/2017,3,62,14,240
KORH,10/5/2017,4,61,13,240
KORH,10/5/2017,5,60,12,240
KORH,10/5/2017,6,60,12,250
KORH,10/5/2017,7,60,12,260
KORH,10/5/2017,8,62,10,260
KORH,10/5/2017,9,65,12,250
KORH,10/5/2017,10,68,12,250
KORH,10/5/2017,11,69,17,280
KORH,10/5/2017,12,73,14,280
KORH,10/5/2017,13,74,15,250
KORH,10/5/2017,14,74,18,230
KORH,10/5/2017,15,73,10,240
KORH,10/5/2017,16,75,14,250
KORH,10/5/2017,17,73,10,250
KORH,10/5/2017,18,70,7,260
KORH,10/5/2017,19,65,5,280
KORH,10/5/2017,20,65,3,250
KORH,10/5/2017,21,65,7,240
KORH,10/5/2017,22,65,7,290
KORH,10/5/2017,23,63,6,290
KPSM,10/5/2017,0,66,9,220
KPSM,10/5/2017,1,66,8,220
KPSM,10/5/2017,2,66,10,220
KPSM,10/5/2017,3,65,8,230
KPSM,10/5/2017,4,65,7,240
KPSM,10/5/2017,5,63,6,230
KPSM,10/5/2017,6,62,0,0
KPSM,10/5/2017,7,60,3,240
KPSM,10/5/2017,8,63,6,270
KPSM,10/5/2017,9,68,7,270
KPSM,10/5/2017,10,71,9,270
KPSM,10/5/2017,11,73,10,280
KPSM,10/5/2017,12,75,9,270
KPSM,10/5/2017,13,75,8,270
KPSM,10/5/2017,14,77,9,250
KPSM,10/5/2017,15,78,8,250
KPSM,10/5/2017,16,78,14,240
KPSM,10/5/2017,17,77,8,240
KPSM,10/5/2017,18,74,7,230
KPSM,10/5/2017,19,70,7,250
KPSM,10/5/2017,20,68,5,260
KPSM,10/5/2017,21,66,5,260
KPSM,10/5/2017,22,65,7,270
KPSM,10/5/2017,23,63,6,270
KPWM,10/5/2017,0,67,12,220
KPWM,10/5/2017,1,67,3,250
KPWM,10/5/2017,2,66,7,0
KPWM,10/5/2017,3,66,14,220
KPWM,10/5/2017,4,66,16,220
KPWM,10/5/2017,5,64,15,220
KPWM,10/5/2017,6,62,3,230
KPWM,10/5/2017,7,62,7,240
KPWM,10/5/2017,8,63,5,290
KPWM,10/5/2017,9,67,10,260
KPWM,10/5/2017,10,71,10,270
KPWM,10/5/2017,11,73,10,290
KPWM,10/5/2017,12,73,3,0
KPWM,10/5/2017,13,75,7,0
KPWM,10/5/2017,14,75,9,260
KPWM,10/5/2017,15,75,16,260
KPWM,10/5/2017,16,75,9,220
KPWM,10/5/2017,17,75,8,260
KPWM,10/5/2017,18,66,6,140
KPWM,10/5/2017,19,62,5,220
KPWM,10/5/2017,20,61,0,0
KPWM,10/5/2017,21,61,6,230
KPWM,10/5/2017,22,57,0,0
KPWM,10/5/2017,23,56,0,0
KBED,10/6/2017,0,59,0,0
KBED,10/6/2017,1,56,0,0
KBED,10/6/2017,2,54,0,0
KBED,10/6/2017,3,52,5,200
KBED,10/6/2017,4,51,0,0
KBED,10/6/2017,5,52,0,0
KBED,10/6/2017,6,50,0,0
KBED,10/6/2017,7,48,0,0
KBED,10/6/2017,8,55,0,0
KBED,10/6/2017,9,64,7,230
KBED,10/6/2017,10,67,5,240
KBED,10/6/2017,11,72,6,0
KBED,10/6/2017,12,72,9,290
KBED,10/6/2017,13,71,9,320
KBED,10/6/2017,14,65,6,310
KBED,10/6/2017,15,66,0,0
KBED,10/6/2017,16,65,5,250
KBED,10/6/2017,17,65,0,0
KBED,10/6/2017,18,64,0,0
KBED,10/6/2017,19,60,0,0
KBED,10/6/2017,20,59,0,0
KBED,10/6/2017,21,60,0,0
KBED,10/6/2017,22,60,0,0
KBED,10/6/2017,23,59,0,0
KORH,10/6/2017,0,62,9,310
KORH,10/6/2017,1,61,8,290
KORH,10/6/2017,2,56,7,300
KORH,10/6/2017,3,57,8,270
KORH,10/6/2017,4,54,8,280
KORH,10/6/2017,5,54,7,270
KORH,10/6/2017,6,49,8,260
KORH,10/6/2017,7,54,7,260
KORH,10/6/2017,8,59,8,280
KORH,10/6/2017,9,63,8,270
KORH,10/6/2017,10,67,10,230
KORH,10/6/2017,11,67,10,250
KORH,10/6/2017,12,67,9,280
KORH,10/6/2017,13,67,8,300
KORH,10/6/2017,14,65,9,310
KORH,10/6/2017,15,64,6,310
KORH,10/6/2017,16,64,9,300
KORH,10/6/2017,17,64,7,290
KORH,10/6/2017,18,62,6,260
KORH,10/6/2017,19,61,6,290
KORH,10/6/2017,20,61,0,0
KORH,10/6/2017,21,58,0,0
KORH,10/6/2017,22,57,5,260
KORH,10/6/2017,23,58,6,210
KPSM,10/6/2017,0,61,5,230
KPSM,10/6/2017,1,59,5,250
KPSM,10/6/2017,2,58,7,280
KPSM,10/6/2017,3,56,6,310
KPSM,10/6/2017,4,56,3,300
KPSM,10/6/2017,5,54,0,0
KPSM,10/6/2017,6,51,0,0
KPSM,10/6/2017,7,52,0,0
KPSM,10/6/2017,8,55,3,260
KPSM,10/6/2017,9,57,0,0
KPSM,10/6/2017,10,60,0,0
KPSM,10/6/2017,11,61,6,230
KPSM,10/6/2017,12,62,3,270
KPSM,10/6/2017,13,63,6,260
KPSM,10/6/2017,14,64,8,250
KPSM,10/6/2017,15,66,7,250
KPSM,10/6/2017,16,65,8,250
KPSM,10/6/2017,17,64,5,250
KPSM,10/6/2017,18,62,3,240
KPSM,10/6/2017,19,62,3,230
KPSM,10/6/2017,20,61,0,0
KPSM,10/6/2017,21,59,0,0
KPSM,10/6/2017,22,59,0,0
KPSM,10/6/2017,23,59,3,180
KPWM,10/6/2017,0,53,6,290
KPWM,10/6/2017,1,54,3,260
KPWM,10/6/2017,2,54,0,0
KPWM,10/6/2017,3,52,3,290
KPWM,10/6/2017,4,50,5,270
KPWM,10/6/2017,5,49,0,0
KPWM,10/6/2017,6,50,3,250
KPWM,10/6/2017,7,52,3,270
KPWM,10/6/2017,8,55,3,280
KPWM,10/6/2017,9,58,5,280
KPWM,10/6/2017,10,59,7,260
KPWM,10/6/2017,11,57,5,270
KPWM,10/6/2017,12,61,6,240
KPWM,10/6/2017,13,65,15,240
KPWM,10/6/2017,14,67,13,260
KPWM,10/6/2017,15,67,7,310
KPWM,10/6/2017,16,66,9,270
KPWM,10/6/2017,17,66,8,270
KPWM,10/6/2017,18,64,5,250
KPWM,10/6/2017,19,61,5,230
KPWM,10/6/2017,20,59,6,240
KPWM,10/6/2017,21,57,0,0
KPWM,10/6/2017,22,54,5,280
KPWM,10/6/2017,23,54,3,260
KBED,10/7/2017,0,59,0,0
KBED,10/7/2017,1,59,0,0
KBED,10/7/2017,2,57,0,0
KBED,10/7/2017,3,58,0,0
KBED,10/7/2017,4,60,3,140
KBED,10/7/2017,5,61,0,0
KBED,10/7/2017,6,59,6,330
KBED,10/7/2017,7,58,3,320
KBED,10/7/2017,8,61,0,0
KBED,10/7/2017,9,64,3,0
KBED,10/7/2017,10,67,3,140
KBED,10/7/2017,11,72,8,170
KBED,10/7/2017,12,76,7,0
KBED,10/7/2017,13,77,9,200
KBED,10/7/2017,14,78,9,170
KBED,10/7/2017,15,78,8,180
KBED,10/7/2017,16,76,10,160
KBED,10/7/2017,17,75,9,180
KBED,10/7/2017,18,73,12,190
KBED,10/7/2017,19,72,9,180
KBED,10/7/2017,20,70,9,170
KBED,10/7/2017,21,68,9,190
KBED,10/7/2017,22,68,9,190
KBED,10/7/2017,23,68,9,190
KORH,10/7/2017,0,59,6,210
KORH,10/7/2017,1,60,5,220
KORH,10/7/2017,2,60,3,240
KORH,10/7/2017,3,61,0,0
KORH,10/7/2017,4,62,5,130
KORH,10/7/2017,5,60,5,150
KORH,10/7/2017,6,61,8,160
KORH,10/7/2017,7,60,6,140
KORH,10/7/2017,8,60,3,160
KORH,10/7/2017,9,62,5,180
KORH,10/7/2017,10,64,9,190
KORH,10/7/2017,11,70,9,210
KORH,10/7/2017,12,71,10,180
KORH,10/7/2017,13,75,10,220
KORH,10/7/2017,14,74,9,190
KORH,10/7/2017,15,73,8,190
KORH,10/7/2017,16,73,9,180
KORH,10/7/2017,17,72,12,200
KORH,10/7/2017,18,70,10,190
KORH,10/7/2017,19,68,9,200
KORH,10/7/2017,20,67,10,200
KORH,10/7/2017,21,67,15,200
KORH,10/7/2017,22,66,13,210
KORH,10/7/2017,23,66,14,210
KPSM,10/7/2017,0,58,0,0
KPSM,10/7/2017,1,59,0,0
KPSM,10/7/2017,2,59,0,0
KPSM,10/7/2017,3,58,3,190
KPSM,10/7/2017,4,57,0,0
KPSM,10/7/2017,5,58,0,0
KPSM,10/7/2017,6,57,0,0
KPSM,10/7/2017,7,58,0,0
KPSM,10/7/2017,8,58,0,0
KPSM,10/7/2017,9,63,5,100
KPSM,10/7/2017,10,66,8,120
KPSM,10/7/2017,11,68,9,130
KPSM,10/7/2017,12,68,8,130
KPSM,10/7/2017,13,69,8,110
KPSM,10/7/2017,14,67,8,100
KPSM,10/7/2017,15,63,9,130
KPSM,10/7/2017,16,62,8,100
KPSM,10/7/2017,17,63,7,110
KPSM,10/7/2017,18,64,6,110
KPSM,10/7/2017,19,65,0,0
KPSM,10/7/2017,20,66,5,150
KPSM,10/7/2017,21,67,6,150
KPSM,10/7/2017,22,67,5,180
KPSM,10/7/2017,23,68,8,180
KPWM,10/7/2017,0,53,0,0
KPWM,10/7/2017,1,52,0,0
KPWM,10/7/2017,2,51,5,0
KPWM,10/7/2017,3,49,3,270
KPWM,10/7/2017,4,48,0,0
KPWM,10/7/2017,5,49,3,0
KPWM,10/7/2017,6,50,0,0
KPWM,10/7/2017,7,52,0,0
KPWM,10/7/2017,8,54,0,0
KPWM,10/7/2017,9,59,0,0
KPWM,10/7/2017,10,64,6,140
KPWM,10/7/2017,11,65,9,180
KPWM,10/7/2017,12,64,9,180
KPWM,10/7/2017,13,66,7,170
KPWM,10/7/2017,14,64,9,160
KPWM,10/7/2017,15,63,10,150
KPWM,10/7/2017,16,61,6,0
KPWM,10/7/2017,17,60,8,160
KPWM,10/7/2017,18,60,6,200
KPWM,10/7/2017,19,60,5,200
KPWM,10/7/2017,20,61,3,0
KPWM,10/7/2017,21,61,0,0
KPWM,10/7/2017,22,61,0,0
KPWM,10/7/2017,23,59,0,0
KBED,10/8/2017,0,68,10,200
KBED,10/8/2017,1,70,8,210
KBED,10/8/2017,2,70,6,200
KBED,10/8/2017,3,71,14,200
KBED,10/8/2017,4,71,14,200
KBED,10/8/2017,5,72,10,200
KBED,10/8/2017,6,72,15,200
KBED,10/8/2017,7,72,14,190
KBED,10/8/2017,8,74,14,200
KBED,10/8/2017,9,74,15,200
KBED,10/8/2017,10,74,20,190
KBED,10/8/2017,11,71,16,190
KBED,10/8/2017,12,71,16,190
KBED,10/8/2017,13,73,14,190
KBED,10/8/2017,14,74,12,210
KBED,10/8/2017,15,76,15,210
KBED,10/8/2017,16,76,15,200
KBED,10/8/2017,17,75,9,210
KBED,10/8/2017,18,74,10,200
KBED,10/8/2017,19,73,7,210
KBED,10/8/2017,20,73,7,220
KBED,10/8/2017,21,71,7,200
KBED,10/8/2017,22,72,0,0
KBED,10/8/2017,23,69,0,0
KORH,10/8/2017,0,67,15,220
KORH,10/8/2017,1,68,18,210
KORH,10/8/2017,2,68,15,210
KORH,10/8/2017,3,68,15,210
KORH,10/8/2017,4,68,21,210
KORH,10/8/2017,5,68,17,210
KORH,10/8/2017,6,69,15,200
KORH,10/8/2017,7,68,18,200
KORH,10/8/2017,8,69,15,200
KORH,10/8/2017,9,70,21,200
KORH,10/8/2017,10,68,17,210
KORH,10/8/2017,11,68,16,200
KORH,10/8/2017,12,68,17,190
KORH,10/8/2017,13,69,16,210
KORH,10/8/2017,14,71,16,210
KORH,10/8/2017,15,72,13,210
KORH,10/8/2017,16,72,16,220
KORH,10/8/2017,17,72,9,210
KORH,10/8/2017,18,72,9,210
KORH,10/8/2017,19,71,12,240
KORH,10/8/2017,20,71,10,240
KORH,10/8/2017,21,71,8,230
KORH,10/8/2017,22,70,8,240
KORH,10/8/2017,23,69,6,230
KPSM,10/8/2017,0,67,8,180
KPSM,10/8/2017,1,68,9,190
KPSM,10/8/2017,2,67,6,170
KPSM,10/8/2017,3,67,5,180
KPSM,10/8/2017,4,66,6,160
KPSM,10/8/2017,5,64,6,140
KPSM,10/8/2017,6,65,6,140
KPSM,10/8/2017,7,65,7,130
KPSM,10/8/2017,8,67,8,140
KPSM,10/8/2017,9,72,9,200
KPSM,10/8/2017,10,75,14,210
KPSM,10/8/2017,11,71,9,190
KPSM,10/8/2017,12,71,14,190
KPSM,10/8/2017,13,73,13,200
KPSM,10/8/2017,14,75,16,200
KPSM,10/8/2017,15,77,15,220
KPSM,10/8/2017,16,77,16,210
KPSM,10/8/2017,17,77,10,220
KPSM,10/8/2017,18,74,8,220
KPSM,10/8/2017,19,73,9,220
KPSM,10/8/2017,20,73,6,240
KPSM,10/8/2017,21,71,3,230
KPSM,10/8/2017,22,70,3,250
KPSM,10/8/2017,23,69,3,210
KPWM,10/8/2017,0,63,6,200
KPWM,10/8/2017,1,63,6,200
KPWM,10/8/2017,2,64,6,210
KPWM,10/8/2017,3,64,5,180
KPWM,10/8/2017,4,63,7,180
KPWM,10/8/2017,5,63,10,190
KPWM,10/8/2017,6,63,7,190
KPWM,10/8/2017,7,64,9,180
KPWM,10/8/2017,8,64,10,190
KPWM,10/8/2017,9,65,16,180
KPWM,10/8/2017,10,67,14,180
KPWM,10/8/2017,11,66,10,180
KPWM,10/8/2017,12,65,15,210
KPWM,10/8/2017,13,69,17,190
KPWM,10/8/2017,14,71,8,160
KPWM,10/8/2017,15,71,12,190
KPWM,10/8/2017,16,72,12,200
KPWM,10/8/2017,17,71,9,190
KPWM,10/8/2017,18,69,7,200
KPWM,10/8/2017,19,68,8,180
KPWM,10/8/2017,20,69,8,220
KPWM,10/8/2017,21,68,6,200
KPWM,10/8/2017,22,68,7,220
KPWM,10/8/2017,23,68,6,220
KBED,10/9/2017,0,68,0,0
KBED,10/9/2017,1,67,0,0
KBED,10/9/2017,2,64,0,0
KBED,10/9/2017,3,65,0,0
KBED,10/9/2017,4,66,0,0
KBED,10/9/2017,5,67,0,0
KBED,10/9/2017,6,67,0,0
KBED,10/9/2017,7,68,0,0
KBED,10/9/2017,8,70,0,0
KBED,10/9/2017,9,71,6,100
KBED,10/9/2017,10,71,12,170
KBED,10/9/2017,11,72,7,150
KBED,10/9/2017,12,74,7,170
KBED,10/9/2017,13,75,7,180
KBED,10/9/2017,14,74,9,180
KBED,10/9/2017,15,74,8,170
KBED,10/9/2017,16,74,13,170
KBED,10/9/2017,17,73,13,170
KBED,10/9/2017,18,72,10,190
KBED,10/9/2017,19,71,13,180
KBED,10/9/2017,20,71,15,200
KBED,10/9/2017,21,72,12,200
KBED,10/9/2017,22,73,8,220
KBED,10/9/2017,23,73,12,210
KORH,10/9/2017,0,70,8,250
KORH,10/9/2017,1,69,9,250
KORH,10/9/2017,2,69,7,260
KORH,10/9/2017,3,69,7,250
KORH,10/9/2017,4,68,3,200
KORH,10/9/2017,5,68,0,0
KORH,10/9/2017,6,68,6,150
KORH,10/9/2017,7,68,6,180
KORH,10/9/2017,8,69,7,130
KORH,10/9/2017,9,69,10,160
KORH,10/9/2017,10,69,14,200
KORH,10/9/2017,11,69,13,220
KORH,10/9/2017,12,70,13,190
KORH,10/9/2017,13,71,15,220
KORH,10/9/2017,14,71,13,220
KORH,10/9/2017,15,71,15,170
KORH,10/9/2017,16,71,13,180
KORH,10/9/2017,17,70,18,190
KORH,10/9/2017,18,68,16,190
KORH,10/9/2017,19,69,17,210
KORH,10/9/2017,20,69,17,220
KORH,10/9/2017,21,70,17,220
KORH,10/9/2017,22,71,16,230
KORH,10/9/2017,23,71,15,220
KPSM,10/9/2017,0,69,0,0
KPSM,10/9/2017,1,67,3,250
KPSM,10/9/2017,2,68,3,230
KPSM,10/9/2017,3,67,3,340
KPSM,10/9/2017,4,66,0,0
KPSM,10/9/2017,5,65,0,0
KPSM,10/9/2017,6,65,0,0
KPSM,10/9/2017,7,65,0,0
KPSM,10/9/2017,8,66,0,0
KPSM,10/9/2017,9,67,0,0
KPSM,10/9/2017,10,68,0,0
KPSM,10/9/2017,11,68,5,260
KPSM,10/9/2017,12,68,5,100
KPSM,10/9/2017,13,68,7,110
KPSM,10/9/2017,14,67,7,100
KPSM,10/9/2017,15,67,7,100
KPSM,10/9/2017,16,70,12,140
KPSM,10/9/2017,17,69,14,150
KPSM,10/9/2017,18,68,16,150
KPSM,10/9/2017,19,69,14,170
KPSM,10/9/2017,20,71,12,180
KPSM,10/9/2017,21,71,9,210
KPSM,10/9/2017,22,71,9,220
KPSM,10/9/2017,23,72,10,220
KPWM,10/9/2017,0,65,3,0
KPWM,10/9/2017,1,64,0,0
KPWM,10/9/2017,2,63,0,0
KPWM,10/9/2017,3,62,0,0
KPWM,10/9/2017,4,60,0,0
KPWM,10/9/2017,5,61,0,0
KPWM,10/9/2017,6,61,0,0
KPWM,10/9/2017,7,62,0,0
KPWM,10/9/2017,8,62,0,0
KPWM,10/9/2017,9,64,0,0
KPWM,10/9/2017,10,65,0,0
