CODE,Date,Hour,TMP,WSP,WDR
KPSM,2/22/2017,4,36,3,190
KPSM,2/22/2017,5,36,3,0
KPSM,2/22/2017,6,37,3,240
KPSM,2/22/2017,7,35,0,0
KPSM,2/22/2017,8,35,0,0
KPSM,2/22/2017,9,39,6,230
KPSM,2/22/2017,10,42,5,230
KPSM,2/22/2017,11,44,6,270
KPSM,2/22/2017,12,44,0,0
KPSM,2/22/2017,13,47,3,140
KPSM,2/22/2017,14,50,3,160
KPSM,2/22/2017,15,48,8,120
KPSM,2/22/2017,16,46,9,100
KPSM,2/22/2017,17,44,7,110
KPSM,2/22/2017,18,41,5,110
KPSM,2/22/2017,19,39,0,0
KPSM,2/22/2017,20,37,0,0
KPSM,2/22/2017,21,34,0,0
KPSM,2/22/2017,22,34,0,0
KPSM,2/22/2017,23,33,0,0
KPWM,2/22/2017,0,37,7,210
KPWM,2/22/2017,1,36,6,200
KPWM,2/22/2017,2,36,7,200
KPWM,2/22/2017,3,36,5,210
KPWM,2/22/2017,4,36,0,0
KPWM,2/22/2017,5,35,3,0
KPWM,2/22/2017,6,35,0,0
KPWM,2/22/2017,7,34,0,0
KPWM,2/22/2017,8,34,0,0
KPWM,2/22/2017,9,37,5,290
KPWM,2/22/2017,10,40,0,0
KPWM,2/22/2017,11,43,6,320
KPWM,2/22/2017,12,45,5,290
KPWM,2/22/2017,13,48,0,0
KPWM,2/22/2017,14,46,5,110
KPWM,2/22/2017,15,46,7,170
KPWM,2/22/2017,16,44,6,170
KPWM,2/22/2017,17,42,6,200
KPWM,2/22/2017,18,40,0,0
KPWM,2/22/2017,19,36,0,0
KPWM,2/22/2017,20,35,0,0
KPWM,2/22/2017,21,33,0,0
KPWM,2/22/2017,22,31,0,0
KPWM,2/22/2017,23,30,0,0
KBED,2/23/2017,0,34,0,0
KBED,2/23/2017,1,32,0,0
KBED,2/23/2017,2,35,0,0
KBED,2/23/2017,3,34,0,0
KBED,2/23/2017,4,33,0,0
KBED,2/23/2017,5,32,0,0
KBED,2/23/2017,6,32,0,0
KBED,2/23/2017,7,32,3,300
KBED,2/23/2017,8,38,0,0
KBED,2/23/2017,9,45,0,0
KBED,2/23/2017,10,54,8,220
KBED,2/23/2017,11,60,10,210
KBED,2/23/2017,12,65,16,210
KBED,2/23/2017,13,67,14,210
KBED,2/23/2017,14,66,13,210
KBED,2/23/2017,15,68,10,200
KBED,2/23/2017,16,67,16,190
KBED,2/23/2017,17,63,14,200
KBED,2/23/2017,18,59,9,220
KBED,2/23/2017,19,57,8,210
KBED,2/23/2017,20,55,11,210
KBED,2/23/2017,21,54,10,220
KBED,2/23/2017,22,53,8,220
KBED,2/23/2017,23,52,7,220
KORH,2/23/2017,0,43,10,250
KORH,2/23/2017,1,42,7,260
KORH,2/23/2017,2,42,9,240
KORH,2/23/2017,3,43,10,240
KORH,2/23/2017,4,42,10,250
KORH,2/23/2017,5,41,8,240
KORH,2/23/2017,6,43,10,250
KORH,2/23/2017,7,43,10,250
KORH,2/23/2017,8,45,9,240
KORH,2/23/2017,9,49,11,240
KORH,2/23/2017,10,55,14,220
KORH,2/23/2017,11,58,17,210
KORH,2/23/2017,12,61,16,220
KORH,2/23/2017,13,62,16,210
KORH,2/23/2017,14,63,16,210
KORH,2/23/2017,15,63,18,200
KORH,2/23/2017,16,62,15,210
KORH,2/23/2017,17,59,16,210
KORH,2/23/2017,18,55,15,220
KORH,2/23/2017,19,52,13,220
KORH,2/23/2017,20,50,15,220
KORH,2/23/2017,21,50,15,230
KORH,2/23/2017,22,50,13,230
KORH,2/23/2017,23,51,11,240
KPSM,2/23/2017,0,31,0,0
KPSM,2/23/2017,1,30,3,240
KPSM,2/23/2017,2,31,2,320
KPSM,2/23/2017,3,31,0,0
KPSM,2/23/2017,4,30,0,0
KPSM,2/23/2017,5,30,2,320
KPSM,2/23/2017,6,29,0,0
KPSM,2/23/2017,7,29,0,0
KPSM,2/23/2017,8,33,6,280
KPSM,2/23/2017,9,37,0,0
KPSM,2/23/2017,10,44,3,180
KPSM,2/23/2017,11,49,5,140
KPSM,2/23/2017,12,53,7,190
KPSM,2/23/2017,13,56,6,80
KPSM,2/23/2017,14,56,8,120
KPSM,2/23/2017,15,56,10,140
KPSM,2/23/2017,16,63,11,190
KPSM,2/23/2017,17,62,6,200
KPSM,2/23/2017,18,53,7,200
KPSM,2/23/2017,19,54,9,190
KPSM,2/23/2017,20,57,13,220
KPSM,2/23/2017,21,55,8,220
KPSM,2/23/2017,22,53,11,220
KPSM,2/23/2017,23,52,8,220
KPWM,2/23/2017,0,28,0,0
KPWM,2/23/2017,1,29,0,0
KPWM,2/23/2017,2,29,0,0
KPWM,2/23/2017,3,28,5,340
KPWM,2/23/2017,4,29,0,0
KPWM,2/23/2017,5,28,0,0
KPWM,2/23/2017,6,27,0,0
KPWM,2/23/2017,7,30,5,0
KPWM,2/23/2017,8,32,0,0
KPWM,2/23/2017,9,35,0,0
KPWM,2/23/2017,10,40,0,0
KPWM,2/23/2017,11,45,5,200
KPWM,2/23/2017,12,45,6,170
KPWM,2/23/2017,13,46,7,160
KPWM,2/23/2017,14,46,10,190
KPWM,2/23/2017,15,47,7,160
KPWM,2/23/2017,16,48,5,160
KPWM,2/23/2017,17,49,8,180
KPWM,2/23/2017,18,48,7,180
KPWM,2/23/2017,19,47,9,190
KPWM,2/23/2017,20,46,3,210
KPWM,2/23/2017,21,43,0,0
KPWM,2/23/2017,22,48,7,210
KPWM,2/23/2017,23,50,8,220
KBED,2/24/2017,0,49,3,220
KBED,2/24/2017,1,48,0,0
KBED,2/24/2017,2,43,0,0
KBED,2/24/2017,3,43,0,0
KBED,2/24/2017,4,44,0,0
KBED,2/24/2017,5,44,0,0
KBED,2/24/2017,6,45,0,0
KBED,2/24/2017,7,48,7,230
KBED,2/24/2017,8,53,6,260
KBED,2/24/2017,9,58,10,200
KBED,2/24/2017,10,61,8,230
KBED,2/24/2017,11,64,9,210
KBED,2/24/2017,12,70,18,200
KBED,2/24/2017,13,71,15,210
KBED,2/24/2017,14,73,16,200
KBED,2/24/2017,15,74,16,210
KBED,2/24/2017,16,72,20,210
KBED,2/24/2017,17,68,15,190
KBED,2/24/2017,18,65,11,200
KBED,2/24/2017,19,63,16,200
KBED,2/24/2017,20,61,10,190
KBED,2/24/2017,21,59,13,200
KBED,2/24/2017,22,57,10,190
KBED,2/24/2017,23,56,10,180
KORH,2/24/2017,0,51,13,240
KORH,2/24/2017,1,52,14,260
KORH,2/24/2017,2,52,11,250
KORH,2/24/2017,3,52,10,240
KORH,2/24/2017,4,51,10,240
KORH,2/24/2017,5,51,10,250
KORH,2/24/2017,6,50,10,230
KORH,2/24/2017,7,51,11,250
KORH,2/24/2017,8,52,11,230
KORH,2/24/2017,9,56,13,230
KORH,2/24/2017,10,57,17,220
KORH,2/24/2017,11,60,14,210
KORH,2/24/2017,12,63,21,210
KORH,2/24/2017,13,67,21,210
KORH,2/24/2017,14,68,20,210
KORH,2/24/2017,15,68,18,210
KORH,2/24/2017,16,67,18,200
KORH,2/24/2017,17,64,13,200
KORH,2/24/2017,18,60,11,200
KORH,2/24/2017,19,59,13,200
KORH,2/24/2017,20,57,14,200
KORH,2/24/2017,21,55,10,190
KORH,2/24/2017,22,55,14,210
KORH,2/24/2017,23,56,14,210
KPSM,2/24/2017,0,50,8,230
KPSM,2/24/2017,1,50,7,240
KPSM,2/24/2017,2,50,6,230
KPSM,2/24/2017,3,49,6,270
KPSM,2/24/2017,4,48,3,280
KPSM,2/24/2017,5,45,5,180
KPSM,2/24/2017,6,47,0,0
KPSM,2/24/2017,7,45,5,200
KPSM,2/24/2017,8,45,7,220
KPSM,2/24/2017,9,48,7,30
KPSM,2/24/2017,10,47,5,260
KPSM,2/24/2017,11,49,6,150
KPSM,2/24/2017,12,53,0,0
KPSM,2/24/2017,13,53,0,0
KPSM,2/24/2017,14,56,5,150
KPSM,2/24/2017,15,60,0,0
KPSM,2/24/2017,16,57,5,60
KPSM,2/24/2017,17,54,0,0
KPSM,2/24/2017,18,51,8,150
KPSM,2/24/2017,19,56,8,170
KPSM,2/24/2017,20,54,6,140
KPSM,2/24/2017,21,52,0,0
KPSM,2/24/2017,22,55,5,180
KPSM,2/24/2017,23,55,0,0
KPWM,2/24/2017,0,51,8,220
KPWM,2/24/2017,1,50,9,230
KPWM,2/24/2017,2,48,9,220
KPWM,2/24/2017,3,45,5,260
KPWM,2/24/2017,4,46,6,220
KPWM,2/24/2017,5,45,5,230
KPWM,2/24/2017,6,42,0,0
KPWM,2/24/2017,7,40,0,0
KPWM,2/24/2017,8,42,0,0
KPWM,2/24/2017,9,44,0,0
KPWM,2/24/2017,10,46,0,0
KPWM,2/24/2017,11,46,5,120
KPWM,2/24/2017,12,48,3,30
KPWM,2/24/2017,13,45,6,110
KPWM,2/24/2017,14,50,3,350
KPWM,2/24/2017,15,52,5,160
KPWM,2/24/2017,16,51,6,140
KPWM,2/24/2017,17,45,5,90
KPWM,2/24/2017,18,43,5,110
KPWM,2/24/2017,19,42,0,0
KPWM,2/24/2017,20,40,0,0
KPWM,2/24/2017,21,39,0,0
KPWM,2/24/2017,22,39,6,290
KPWM,2/24/2017,23,39,6,310
KBED,2/25/2017,0,55,8,190
KBED,2/25/2017,1,56,5,190
KBED,2/25/2017,2,56,7,180
KBED,2/25/2017,3,57,8,170
KBED,2/25/2017,4,57,7,170
KBED,2/25/2017,5,56,8,170
KBED,2/25/2017,6,56,7,170
KBED,2/25/2017,7,55,8,170
KBED,2/25/2017,8,57,11,160
KBED,2/25/2017,9,60,10,150
KBED,2/25/2017,10,64,10,160
KBED,2/25/2017,11,65,7,170
KBED,2/25/2017,12,68,10,170
KBED,2/25/2017,13,69,17,170
KBED,2/25/2017,14,70,11,190
KBED,2/25/2017,15,68,18,180
KBED,2/25/2017,16,64,14,160
KBED,2/25/2017,17,63,9,150
KBED,2/25/2017,18,61,14,180
KBED,2/25/2017,19,59,11,170
KBED,2/25/2017,20,58,9,170
KBED,2/25/2017,21,57,16,200
KBED,2/25/2017,22,54,18,260
KBED,2/25/2017,23,49,17,280
KORH,2/25/2017,0,55,16,220
KORH,2/25/2017,1,56,14,220
KORH,2/25/2017,2,55,11,210
KORH,2/25/2017,3,56,8,200
KORH,2/25/2017,4,56,13,190
KORH,2/25/2017,5,54,10,190
KORH,2/25/2017,6,53,10,190
KORH,2/25/2017,7,54,12,170
KORH,2/25/2017,8,54,10,200
KORH,2/25/2017,9,54,13,180
KORH,2/25/2017,10,55,9,200
KORH,2/25/2017,11,57,10,190
KORH,2/25/2017,12,61,11,180
KORH,2/25/2017,13,63,20,160
KORH,2/25/2017,14,63,17,170
KORH,2/25/2017,15,62,17,160
KORH,2/25/2017,16,62,21,150
KORH,2/25/2017,17,61,14,140
KORH,2/25/2017,18,58,17,140
KORH,2/25/2017,19,56,8,180
KORH,2/25/2017,20,55,11,170
KORH,2/25/2017,21,54,13,200
KORH,2/25/2017,22,44,20,280
KORH,2/25/2017,23,42,18,290
KPSM,2/25/2017,0,54,5,240
KPSM,2/25/2017,1,55,3,0
KPSM,2/25/2017,2,52,3,190
KPSM,2/25/2017,3,51,5,170
KPSM,2/25/2017,4,49,6,150
KPSM,2/25/2017,5,48,8,140
KPSM,2/25/2017,6,49,10,140
KPSM,2/25/2017,7,49,7,130
KPSM,2/25/2017,8,49,11,140
KPSM,2/25/2017,9,48,10,130
KPSM,2/25/2017,10,50,8,130
KPSM,2/25/2017,11,52,8,130
KPSM,2/25/2017,12,53,9,110
KPSM,2/25/2017,13,56,14,130
KPSM,2/25/2017,14,58,17,140
KPSM,2/25/2017,15,58,13,130
KPSM,2/25/2017,16,55,17,140
KPSM,2/25/2017,17,51,14,140
KPSM,2/25/2017,18,50,16,140
KPSM,2/25/2017,19,49,7,150
KPSM,2/25/2017,20,49,10,120
KPSM,2/25/2017,21,49,10,140
KPSM,2/25/2017,22,48,8,150
KPSM,2/25/2017,23,49,9,280
KPWM,2/25/2017,0,39,3,250
KPWM,2/25/2017,1,36,0,0
KPWM,2/25/2017,2,36,3,350
KPWM,2/25/2017,3,35,0,0
KPWM,2/25/2017,4,35,0,0
KPWM,2/25/2017,5,40,0,0
KPWM,2/25/2017,6,45,5,170
KPWM,2/25/2017,7,45,7,180
KPWM,2/25/2017,8,45,5,160
KPWM,2/25/2017,9,46,9,200
KPWM,2/25/2017,10,47,7,180
KPWM,2/25/2017,11,47,8,160
KPWM,2/25/2017,12,47,9,170
KPWM,2/25/2017,13,49,7,190
KPWM,2/25/2017,14,49,6,170
KPWM,2/25/2017,15,50,6,160
KPWM,2/25/2017,16,49,8,150
KPWM,2/25/2017,17,48,10,160
KPWM,2/25/2017,18,48,9,160
KPWM,2/25/2017,19,47,7,220
KPWM,2/25/2017,20,46,5,170
KPWM,2/25/2017,21,47,8,170
KPWM,2/25/2017,22,46,7,170
KPWM,2/25/2017,23,45,11,230
KBED,2/26/2017,0,47,11,280
KBED,2/26/2017,1,43,13,280
KBED,2/26/2017,2,42,16,280
KBED,2/26/2017,3,41,16,280
KBED,2/26/2017,4,40,15,270
KBED,2/26/2017,5,37,16,280
KBED,2/26/2017,6,37,14,270
KBED,2/26/2017,7,37,15,280
KBED,2/26/2017,8,37,14,280
KBED,2/26/2017,9,38,17,290
KBED,2/26/2017,10,39,16,290
KBED,2/26/2017,11,41,15,280
KBED,2/26/2017,12,42,21,300
KBED,2/26/2017,13,42,21,280
KBED,2/26/2017,14,42,16,280
KBED,2/26/2017,15,41,20,300
KBED,2/26/2017,16,39,17,270
KBED,2/26/2017,17,37,14,290
KBED,2/26/2017,18,35,14,270
KBED,2/26/2017,19,33,10,280
KBED,2/26/2017,20,32,5,260
KBED,2/26/2017,21,31,6,250
KBED,2/26/2017,22,30,3,230
KBED,2/26/2017,23,29,5,240
KORH,2/26/2017,0,40,17,280
KORH,2/26/2017,1,38,18,290
KORH,2/26/2017,2,37,18,290
KORH,2/26/2017,3,35,24,290
KORH,2/26/2017,4,34,17,280
KORH,2/26/2017,5,33,21,270
KORH,2/26/2017,6,32,16,270
KORH,2/26/2017,7,31,24,290
KORH,2/26/2017,8,31,22,280
KORH,2/26/2017,9,32,26,300
KORH,2/26/2017,10,33,23,290
KORH,2/26/2017,11,33,17,300
KORH,2/26/2017,12,34,22,290
KORH,2/26/2017,13,35,21,290
KORH,2/26/2017,14,35,22,290
KORH,2/26/2017,15,35,17,290
KORH,2/26/2017,16,33,20,290
KORH,2/26/2017,17,32,16,290
KORH,2/26/2017,18,31,18,280
KORH,2/26/2017,19,30,13,280
KORH,2/26/2017,20,30,15,280
KORH,2/26/2017,21,28,7,250
KORH,2/26/2017,22,27,9,260
KORH,2/26/2017,23,27,7,260
KPSM,2/26/2017,0,46,9,290
KPSM,2/26/2017,1,43,18,290
KPSM,2/26/2017,2,40,11,280
KPSM,2/26/2017,3,40,15,290
KPSM,2/26/2017,4,39,18,270
KPSM,2/26/2017,5,39,14,270
KPSM,2/26/2017,6,39,16,280
KPSM,2/26/2017,7,38,14,280
KPSM,2/26/2017,8,38,15,280
KPSM,2/26/2017,9,39,18,270
KPSM,2/26/2017,10,40,14,270
KPSM,2/26/2017,11,40,15,280
KPSM,2/26/2017,12,42,15,300
KPSM,2/26/2017,13,43,21,280
KPSM,2/26/2017,14,42,17,300
KPSM,2/26/2017,15,42,23,280
KPSM,2/26/2017,16,40,17,270
KPSM,2/26/2017,17,37,16,270
KPSM,2/26/2017,18,35,14,280
KPSM,2/26/2017,19,34,9,270
KPSM,2/26/2017,20,33,10,270
KPSM,2/26/2017,21,32,5,270
KPSM,2/26/2017,22,31,3,250
KPSM,2/26/2017,23,29,0,0
KPWM,2/26/2017,0,46,13,280
KPWM,2/26/2017,1,45,7,250
KPWM,2/26/2017,2,42,10,270
KPWM,2/26/2017,3,40,7,280
KPWM,2/26/2017,4,39,6,260
KPWM,2/26/2017,5,38,11,250
KPWM,2/26/2017,6,37,10,260
KPWM,2/26/2017,7,36,9,280
KPWM,2/26/2017,8,37,9,280
KPWM,2/26/2017,9,38,20,280
KPWM,2/26/2017,10,38,18,280
KPWM,2/26/2017,11,39,20,280
KPWM,2/26/2017,12,39,18,270
KPWM,2/26/2017,13,40,16,270
KPWM,2/26/2017,14,40,18,280
KPWM,2/26/2017,15,40,18,290
KPWM,2/26/2017,16,39,23,280
KPWM,2/26/2017,17,36,18,280
KPWM,2/26/2017,18,34,11,280
KPWM,2/26/2017,19,33,10,270
KPWM,2/26/2017,20,31,8,280
KPWM,2/26/2017,21,31,8,270
KPWM,2/26/2017,22,29,7,300
KPWM,2/26/2017,23,29,0,0
KBED,2/27/2017,0,28,5,230
KBED,2/27/2017,1,29,6,230
KBED,2/27/2017,2,27,6,230
KBED,2/27/2017,3,27,5,220
KBED,2/27/2017,4,27,7,230
KBED,2/27/2017,5,28,9,220
KBED,2/27/2017,6,28,9,220
KBED,2/27/2017,7,29,11,210
KBED,2/27/2017,8,33,10,220
KBED,2/27/2017,9,38,15,230
KBED,2/27/2017,10,44,9,240
KBED,2/27/2017,11,47,11,230
KBED,2/27/2017,12,51,16,210
KBED,2/27/2017,13,52,14,220
KBED,2/27/2017,14,54,15,230
KBED,2/27/2017,15,53,20,250
KBED,2/27/2017,16,53,16,260
KBED,2/27/2017,17,52,10,260
KBED,2/27/2017,18,49,7,220
KBED,2/27/2017,19,46,13,210
KBED,2/27/2017,20,45,11,220
KBED,2/27/2017,21,43,8,220
KBED,2/27/2017,22,41,3,210
KBED,2/27/2017,23,37,7,210
KORH,2/27/2017,0,27,10,250
KORH,2/27/2017,1,27,14,260
KORH,2/27/2017,2,26,10,250
KORH,2/27/2017,3,26,13,250
KORH,2/27/2017,4,27,14,240
KORH,2/27/2017,5,26,9,250
KORH,2/27/2017,6,25,8,240
KORH,2/27/2017,7,26,10,210
KORH,2/27/2017,8,29,13,230
KORH,2/27/2017,9,34,15,240
KORH,2/27/2017,10,38,14,210
KORH,2/27/2017,11,44,13,220
KORH,2/27/2017,12,45,14,230
KORH,2/27/2017,13,46,23,240
KORH,2/27/2017,14,48,22,240
KORH,2/27/2017,15,49,20,240
KORH,2/27/2017,16,49,20,240
KORH,2/27/2017,17,47,18,250
KORH,2/27/2017,18,45,15,200
KORH,2/27/2017,19,42,13,210
KORH,2/27/2017,20,40,11,220
KORH,2/27/2017,21,38,9,210
KORH,2/27/2017,22,35,6,220
KORH,2/27/2017,23,35,7,240
KPSM,2/27/2017,0,29,0,0
KPSM,2/27/2017,1,27,6,210
KPSM,2/27/2017,2,27,5,200
KPSM,2/27/2017,3,28,8,200
KPSM,2/27/2017,4,27,8,170
KPSM,2/27/2017,5,26,6,190
KPSM,2/27/2017,6,28,6,220
KPSM,2/27/2017,7,29,11,220
KPSM,2/27/2017,8,33,10,220
KPSM,2/27/2017,9,37,14,230
KPSM,2/27/2017,10,42,11,240
KPSM,2/27/2017,11,46,14,240
KPSM,2/27/2017,12,49,15,240
KPSM,2/27/2017,13,52,9,240
KPSM,2/27/2017,14,53,16,260
KPSM,2/27/2017,15,53,17,240
KPSM,2/27/2017,16,52,14,240
KPSM,2/27/2017,17,52,13,240
KPSM,2/27/2017,18,49,10,230
KPSM,2/27/2017,19,48,9,220
KPSM,2/27/2017,20,46,7,210
KPSM,2/27/2017,21,46,9,210
KPSM,2/27/2017,22,44,9,210
KPSM,2/27/2017,23,42,9,220
KPWM,2/27/2017,0,26,5,200
KPWM,2/27/2017,1,27,5,220
KPWM,2/27/2017,2,26,7,220
KPWM,2/27/2017,3,27,10,220
KPWM,2/27/2017,4,27,7,210
KPWM,2/27/2017,5,27,7,220
KPWM,2/27/2017,6,27,10,210
KPWM,2/27/2017,7,28,7,210
KPWM,2/27/2017,8,31,9,210
KPWM,2/27/2017,9,35,14,220
KPWM,2/27/2017,10,38,17,210
KPWM,2/27/2017,11,42,10,230
KPWM,2/27/2017,12,46,16,230
KPWM,2/27/2017,13,48,11,240
KPWM,2/27/2017,14,50,18,270
KPWM,2/27/2017,15,50,13,250
KPWM,2/27/2017,16,50,10,260
KPWM,2/27/2017,17,47,13,280
KPWM,2/27/2017,18,47,8,260
KPWM,2/27/2017,19,46,8,260
KPWM,2/27/2017,20,45,7,250
KPWM,2/27/2017,21,41,0,0
KPWM,2/27/2017,22,40,6,200
KPWM,2/27/2017,23,41,6,210
KBED,2/28/2017,0,38,3,220
KBED,2/28/2017,1,36,5,200
KBED,2/28/2017,2,34,3,240
KBED,2/28/2017,3,36,0,0
KBED,2/28/2017,4,34,3,190
KBED,2/28/2017,5,36,3,230
KBED,2/28/2017,6,37,0,0
KBED,2/28/2017,7,37,0,0
KBED,2/28/2017,8,39,0,0
KBED,2/28/2017,9,41,0,0
KBED,2/28/2017,10,45,3,220
KBED,2/28/2017,11,50,0,0
KBED,2/28/2017,12,52,6,130
KBED,2/28/2017,13,53,9,120
KBED,2/28/2017,14,55,8,100
KBED,2/28/2017,15,54,10,100
KBED,2/28/2017,16,53,8,110
KBED,2/28/2017,17,52,6,120
KBED,2/28/2017,18,52,9,160
KBED,2/28/2017,19,51,13,160
KBED,2/28/2017,20,50,9,150
KBED,2/28/2017,21,50,9,160
KBED,2/28/2017,22,49,6,170
KBED,2/28/2017,23,49,9,160
KORH,2/28/2017,0,33,7,220
KORH,2/28/2017,1,35,8,250
KORH,2/28/2017,2,35,7,250
KORH,2/28/2017,3,36,8,250
KORH,2/28/2017,4,38,8,250
KORH,2/28/2017,5,39,6,260
KORH,2/28/2017,6,38,3,260
KORH,2/28/2017,7,36,6,240
KORH,2/28/2017,8,37,5,250
KORH,2/28/2017,9,39,8,210
KORH,2/28/2017,10,43,6,180
KORH,2/28/2017,11,47,5,80
KORH,2/28/2017,12,48,7,130
KORH,2/28/2017,13,51,10,150
KORH,2/28/2017,14,53,10,120
KORH,2/28/2017,15,54,10,110
KORH,2/28/2017,16,51,11,150
KORH,2/28/2017,17,50,10,160
KORH,2/28/2017,18,48,10,140
KORH,2/28/2017,19,47,10,150
KORH,2/28/2017,20,46,7,150
KORH,2/28/2017,21,46,9,170
KORH,2/28/2017,22,46,9,170
KORH,2/28/2017,23,46,8,170
KPSM,2/28/2017,0,41,8,230
KPSM,2/28/2017,1,40,7,230
KPSM,2/28/2017,2,39,7,240
KPSM,2/28/2017,3,36,3,240
KPSM,2/28/2017,4,35,5,240
KPSM,2/28/2017,5,34,3,250
KPSM,2/28/2017,6,34,3,240
KPSM,2/28/2017,7,34,0,0
KPSM,2/28/2017,8,36,0,0
KPSM,2/28/2017,9,39,0,0
KPSM,2/28/2017,10,40,3,300
KPSM,2/28/2017,11,45,0,0
KPSM,2/28/2017,12,48,0,0
KPSM,2/28/2017,13,49,6,110
KPSM,2/28/2017,14,47,10,80
KPSM,2/28/2017,15,48,11,100
KPSM,2/28/2017,16,46,9,100
KPSM,2/28/2017,17,43,8,100
KPSM,2/28/2017,18,42,7,60
KPSM,2/28/2017,19,42,9,110
KPSM,2/28/2017,20,43,8,130
KPSM,2/28/2017,21,45,9,160
KPSM,2/28/2017,22,45,9,140
KPSM,2/28/2017,23,45,7,140
KPWM,2/28/2017,0,41,8,230
KPWM,2/28/2017,1,39,5,240
KPWM,2/28/2017,2,38,7,230
KPWM,2/28/2017,3,37,3,250
KPWM,2/28/2017,4,34,6,260
KPWM,2/28/2017,5,35,3,250
KPWM,2/28/2017,6,34,3,290
KPWM,2/28/2017,7,33,5,270
KPWM,2/28/2017,8,37,0,0
KPWM,2/28/2017,9,38,0,0
KPWM,2/28/2017,10,41,3,70
KPWM,2/28/2017,11,44,5,60
KPWM,2/28/2017,12,46,6,80
KPWM,2/28/2017,13,43,6,90
KPWM,2/28/2017,14,44,5,80
KPWM,2/28/2017,15,45,7,120
KPWM,2/28/2017,16,41,8,90
KPWM,2/28/2017,17,40,6,110
KPWM,2/28/2017,18,38,5,110
KPWM,2/28/2017,19,38,6,90
KPWM,2/28/2017,20,40,3,100
KPWM,2/28/2017,21,40,0,0
KPWM,2/28/2017,22,41,3,110
KPWM,2/28/2017,23,42,3,160
KBED,3/1/2017,0,49,9,160
KBED,3/1/2017,1,49,10,170
KBED,3/1/2017,2,49,8,170
KBED,3/1/2017,3,49,6,180
KBED,3/1/2017,4,49,9,190
KBED,3/1/2017,5,50,8,180
KBED,3/1/2017,6,50,9,180
KBED,3/1/2017,7,51,10,200
KBED,3/1/2017,8,51,14,180
KBED,3/1/2017,9,53,10,190
KBED,3/1/2017,10,55,13,200
KBED,3/1/2017,11,57,11,200
KBED,3/1/2017,12,59,10,210
KBED,3/1/2017,13,61,16,200
KBED,3/1/2017,14,63,15,190
KBED,3/1/2017,15,63,16,210
KBED,3/1/2017,16,63,21,220
KBED,3/1/2017,17,62,15,230
KBED,3/1/2017,18,63,14,210
KBED,3/1/2017,19,61,16,210
KBED,3/1/2017,20,61,15,200
KBED,3/1/2017,21,61,14,220
KBED,3/1/2017,22,62,13,220
KBED,3/1/2017,23,62,13,210
KORH,3/1/2017,0,46,8,170
KORH,3/1/2017,1,46,8,170
KORH,3/1/2017,2,46,6,180
KORH,3/1/2017,3,46,9,210
KORH,3/1/2017,4,47,9,200
KORH,3/1/2017,5,47,10,200
KORH,3/1/2017,6,47,13,210
KORH,3/1/2017,7,48,9,200
KORH,3/1/2017,8,48,11,230
KORH,3/1/2017,9,50,9,200
KORH,3/1/2017,10,51,10,230
KORH,3/1/2017,11,52,16,220
KORH,3/1/2017,12,53,13,230
KORH,3/1/2017,13,55,16,210
KORH,3/1/2017,14,56,23,210
KORH,3/1/2017,15,57,23,240
KORH,3/1/2017,16,57,30,230
KORH,3/1/2017,17,58,23,240
KORH,3/1/2017,18,58,24,230
KORH,3/1/2017,19,58,21,230
KORH,3/1/2017,20,59,24,220
KORH,3/1/2017,21,58,23,220
KORH,3/1/2017,22,58,24,230
KORH,3/1/2017,23,57,20,230
KPSM,3/1/2017,0,45,7,140
KPSM,3/1/2017,1,44,8,140
KPSM,3/1/2017,2,43,7,130
KPSM,3/1/2017,3,43,7,130
KPSM,3/1/2017,4,43,6,140
KPSM,3/1/2017,5,43,0,0
KPSM,3/1/2017,6,43,3,120
KPSM,3/1/2017,7,44,6,120
KPSM,3/1/2017,8,45,3,170
KPSM,3/1/2017,9,45,0,0
KPSM,3/1/2017,10,52,6,190
KPSM,3/1/2017,11,54,5,210
KPSM,3/1/2017,12,55,5,180
KPSM,3/1/2017,13,58,7,200
KPSM,3/1/2017,14,61,7,170
KPSM,3/1/2017,15,58,11,140
KPSM,3/1/2017,16,58,9,130
KPSM,3/1/2017,17,64,16,220
KPSM,3/1/2017,18,63,13,230
KPSM,3/1/2017,19,62,10,210
KPSM,3/1/2017,20,61,8,220
KPSM,3/1/2017,21,61,8,210
KPSM,3/1/2017,22,61,8,220
KPSM,3/1/2017,23,60,8,220
KPWM,3/1/2017,0,42,3,160
KPWM,3/1/2017,1,42,6,170
KPWM,3/1/2017,2,42,6,170
KPWM,3/1/2017,3,42,7,200
KPWM,3/1/2017,4,43,6,180
KPWM,3/1/2017,5,42,5,210
KPWM,3/1/2017,6,42,6,210
KPWM,3/1/2017,7,42,3,190
KPWM,3/1/2017,8,42,0,0
KPWM,3/1/2017,9,42,3,180
KPWM,3/1/2017,10,43,5,200
KPWM,3/1/2017,11,44,6,230
KPWM,3/1/2017,12,43,5,0
KPWM,3/1/2017,13,43,0,0
KPWM,3/1/2017,14,47,7,180
KPWM,3/1/2017,15,47,7,180
KPWM,3/1/2017,16,46,11,190
KPWM,3/1/2017,17,47,11,190
KPWM,3/1/2017,18,48,6,180
KPWM,3/1/2017,19,46,7,180
KPWM,3/1/2017,20,46,3,0
KPWM,3/1/2017,21,44,0,0
KPWM,3/1/2017,22,46,0,0
