"Month","Day","Year","Numeric_Time","cust_02","cust_03","cust_04","cust_06","cust_07","cust_08","cust_09","cust_10","cust_11","cust_12","cust_13","cust_15","cust_16","cust_19","cust_20","cust_21","cust_23","cust_25","cust_26"
5,17,2018,1,0.04,0.03,0.03,0.08,0.07,0.08,0.04,0.02,0.03,0.06,0.01,0.01,0,0.01,0.03,0.23,0.01,0.03,0.12
5,17,2018,1.25,0.08,0.04,0.02,0.09,0.07,0.06,0.06,0.03,0.03,0.07,0.04,0,0,0.02,0.04,0.25,0.01,0.03,0.1
5,17,2018,1.5,0.08,0.06,0.04,0.08,0.07,0.06,0.05,0.03,0.04,0.05,0.04,0.02,0,0.04,0.03,0.06,0.02,0.03,0.1
5,17,2018,1.75,0.07,0.07,0.02,0.11,0.06,0.05,0.04,0.05,0.03,0.05,0.04,0.03,0.01,0.05,0.02,0.05,0.01,0.02,0.13
5,17,2018,2,0.07,0.06,0.02,0.12,0.06,0.06,0.05,0.05,0.04,0.05,0.01,0,0,0.02,0.02,0.05,0.02,0.01,0.13
5,17,2018,2.25,0.07,0.06,0.02,0.11,0.08,0.07,0.06,0.05,0.05,0.05,0,0.01,0.01,0.02,0.01,0.05,0.02,0.01,0.08
5,17,2018,2.5,0.07,0.06,0.04,0.11,0.07,0.07,0.04,0.02,0.03,0.05,0.01,0,0.02,0.02,0.02,0.08,0.01,0.01,0.08
5,17,2018,2.75,0.53,0.03,0.02,0.11,0.07,0.06,0.04,0.02,0.05,0.05,0.04,0.01,0.03,0.01,0.02,0.06,0.02,0.01,0.1
5,17,2018,3,0.02,0.04,0.02,0.12,0.06,0.06,0.06,0.03,0.05,0.05,0,0.03,0.02,0.04,0.01,0.05,0.02,0.02,0.06
5,17,2018,3.25,0.04,0.03,0.02,0.11,0.06,0.05,0.05,0.04,0.05,0.05,0,0.01,0.02,0.05,0.02,0.05,0.02,0.03,0.02
5,17,2018,3.5,0.07,0.03,0.03,0.12,0.03,0.06,0.04,0.04,0.06,0.08,0.02,0.01,0.03,0.02,0.01,0.05,0.01,0.03,0.03
5,17,2018,3.75,0.07,0.03,0.03,0.11,0.04,0.08,0.04,0.03,0.04,0.05,0.04,0,0.02,0.02,0.04,0.07,0.02,0.03,0.04
5,17,2018,4,0.06,0.03,0.02,0.09,0.03,0.06,0.06,0.04,0.19,0.05,0,0.01,0.02,0.01,0.04,0.07,0.04,0.02,0.03
5,17,2018,4.25,0.03,0.03,0.01,0.12,0.04,0.06,0.04,0.04,0.09,0.05,0,0.02,0.03,0.02,0.03,0.05,0.03,0.01,0.02
5,17,2018,4.5,0.05,0.06,0.04,0.11,0.04,0.06,0.05,0.02,0.06,0.05,0.02,0.02,0.02,0.03,0.04,0.05,0.04,0.01,0.03
5,17,2018,4.75,0.08,0.08,0.11,0.11,0.03,0.05,0.05,0.02,0.08,0.05,0.03,0.01,0,0.05,0.01,0.05,0.03,0.01,0.04
5,17,2018,5,0.15,0.06,0.05,0.14,0.04,0.07,0.05,0.02,0.05,0.05,0,0.01,0,0.02,0.02,0.07,0.02,0.05,0.04
5,17,2018,5.25,0.06,0.06,0.03,0.14,0.03,0.08,0.04,0.04,0.05,0.06,0,0.02,0.01,0.02,0.01,0.05,0.02,0.06,0.01
5,17,2018,5.5,0.66,0.06,0.04,0.12,0.04,0.05,0.05,0.05,0.13,0.18,0.03,0.13,0,0.02,0.02,0.04,0.01,0.09,0.18
5,17,2018,5.75,0.08,0.04,0.05,0.12,0.04,0.06,0.06,0.09,0.07,0.09,0.03,0.05,0,0.01,0.02,0.07,0.02,0.08,0.09
5,17,2018,6,0.05,0.02,0.06,0.12,0.07,0.07,0.04,0.14,0.09,0.06,0,0.04,0,0.03,0.01,0.06,0.01,0.09,0.04
5,17,2018,6.25,0.02,0.03,0.19,0.13,0.06,0.07,0.05,0.08,0.07,0.08,0,0.02,0.01,0.05,0.02,0.05,0.02,0.07,0.02
5,17,2018,6.5,0.06,0.02,0.06,0.2,0.06,0.1,0.05,0.14,0.07,0.05,0.03,0.01,0,0.02,0.01,0.04,0.01,0.06,0.03
5,17,2018,6.75,0.07,0.03,0.06,0.15,0.05,0.11,0.06,0.14,0.09,0.1,0.02,0.04,0,0.02,0.05,0.05,0.02,0.08,0.03
5,17,2018,7,0.03,0.02,0.06,0.15,0.04,0.11,0.05,0.12,0.07,0.07,0,0.02,0,0.02,0.05,0.04,0.01,0.05,0.04
5,17,2018,7.25,0.05,0.03,0.1,0.23,0.04,0.1,0.06,0.11,0.06,0.08,0,0.01,0.01,0.01,0.05,0.05,0.01,0.02,0.06
5,17,2018,7.5,0.07,0.02,0.11,0.21,0.03,0.11,0.08,0.03,0.08,0.13,0.04,0.01,0,0.03,0.05,0.07,0.02,0.03,0.05
5,17,2018,7.75,0.07,0.03,0.05,0.16,0.04,0.14,0.06,0.03,0.03,0.03,0.02,0.02,0,0.05,0.04,0.13,0.01,0.03,0.03
5,17,2018,8,0.03,0.05,0.03,0.14,0.03,0.13,0.06,0.04,0.02,0.01,0,0.04,0,0.03,0.03,0.04,0.02,0.03,0.15
5,17,2018,8.25,0.06,0.06,0.01,0.14,0.04,0.12,0.05,0.07,0.04,0.01,0,0.02,0,0.01,0.02,0.11,0.02,0.03,0.08
5,17,2018,8.5,0.08,0.07,0.02,0.15,0.09,0.09,0.05,0.07,0.02,0.01,0.04,0.01,0.01,0.02,0.02,0.07,0.03,0.01,0.24
5,17,2018,8.75,0.64,0.05,0.03,0.17,0.1,0.13,0.04,0.06,0.2,0,0.01,0.01,0,0.02,0.02,0.06,0.04,0.01,0.12
5,17,2018,9,0.03,0.06,0.03,0.2,0.07,0.06,0.06,0.04,0.04,0.01,0,0.01,0,0.07,0.01,0.04,0.03,0.01,0.11
5,17,2018,9.25,0.07,0.06,0.01,0.15,0.08,0.05,0.06,0.02,0.03,0,0.01,0.04,0,0.06,0.02,0.06,0.03,0.01,0.12
5,17,2018,9.5,0.07,0.06,0.02,0.14,0.07,0.07,0.05,0.05,0.05,0.01,0.03,0.03,0.02,0.04,0.01,0.06,0.02,0.02,0.11
5,17,2018,9.75,0.74,0.03,0.03,0.14,0.08,0.03,0.04,0.02,0.03,0.01,0.02,0.01,0.02,0.06,0.02,0.04,0.02,0.01,0.16
5,17,2018,10,0.03,0.03,0.02,0.13,0.19,0.02,0.04,0.03,0.03,0,0,0.01,0.03,0.02,0.01,0.06,0.01,0.03,0.17
5,17,2018,10.25,0.07,0.02,0.02,0.09,0.12,0.02,0.06,0.08,0.05,0.01,0.01,0.01,0.02,0.02,0.02,0.78,0.02,0.03,0.15
5,17,2018,10.5,0.04,0.03,0.01,0.12,0.06,0.01,0.04,0.06,0.03,0.03,0.04,0.03,0.02,0.03,0.04,0.19,0.01,0.03,0.1
5,17,2018,10.75,0.06,0.02,0.04,0.1,0.03,0.03,0.04,0.05,0.03,0.01,0,0.03,0.03,0.05,0.08,0.05,0.01,0.02,0.1
5,17,2018,11,0.11,0.03,0.02,0.11,0.03,0.04,0.05,0.05,0.05,0.01,0,0.02,0.02,0.04,0.05,0.04,0.02,0.02,0.12
5,17,2018,11.25,0.1,0.02,0.01,0.14,0.06,0.02,0.06,0.05,0.03,0.01,0.02,0.01,0.02,0.02,0.03,0.04,0.01,0.01,0.12
5,17,2018,11.5,0.08,0.03,0.02,0.14,0.09,0.02,0.04,0.03,0.03,0,0.04,0.01,0.03,0.02,0.03,0.06,0.02,0.01,0.12
5,17,2018,11.75,0.02,0.02,0.04,0.14,0.1,0.02,0.04,0.04,0.05,0.01,0,0.03,0,0.01,0.01,0.04,0.01,0.01,0.11
5,17,2018,12,0.05,0.06,0.02,0.14,0.05,0.01,0.06,0.03,0.03,0,0,0.03,0,0.05,0.02,0.03,0.02,0.01,0.09
5,17,2018,12.25,0.07,0.06,0.01,0.15,0.03,0.06,0.04,0.08,0.03,0.01,0.02,0.02,0.01,0.05,0.02,0.04,0.01,0.03,0.1
5,17,2018,12.5,0.04,0.05,0.02,0.14,0.01,0.06,0.04,0.09,0.05,0.04,0.04,0.01,0,0.02,0.01,0.11,0.01,0.03,0.1
5,17,2018,12.75,0.03,0.06,0.04,0.13,0.03,0.12,0.05,0.08,0.03,0.01,0,0.01,0,0.01,0.02,0.06,0.03,0.03,0.13
5,17,2018,13,0.03,0.06,0.01,0.11,0.04,0.05,0.05,0.05,0.03,0,0,0.02,0,0.04,0.01,0.07,0.03,0.03,0.12
5,17,2018,13.25,0.59,0.02,0.02,0.12,0.04,0.05,0.04,0.05,0.04,0.01,0.02,0.04,0.01,0.05,0.02,0.07,0.04,0.01,0.09
5,17,2018,13.5,1.52,0.03,0.02,0.12,0.04,0.07,0.04,0.06,0.04,0,0.03,0.01,0,0.01,0.01,0.07,0.03,0.01,0.09
5,17,2018,13.75,0.87,0.02,0.04,0.12,0.03,0.09,0.06,0.07,0.06,0.01,0,0.01,0,0.02,0.04,0.04,0.03,0.01,0.09
5,17,2018,14,1.47,0.03,0.01,0.11,0.02,0.26,0.05,0.08,0.07,0.01,0,0.02,0,0.02,0.03,0.06,0.02,0.01,0.13
5,17,2018,14.25,1.14,0.02,0.02,0.11,0.01,0.19,0.04,0.05,0.1,0.02,0.03,0.02,0.01,0.01,0.04,0.05,0.02,0.01,0.1
5,17,2018,14.5,0.78,0.02,0.02,0.11,0.02,0.17,0.04,0.05,0.14,0.02,0.03,0.04,0,0.05,0.03,0.05,0.01,0.03,0.08
5,17,2018,14.75,0.18,0.03,0.04,0.11,0.06,0.15,0.06,0.05,0.14,0.01,0,0.01,0,0.14,0.02,0.04,0.01,0.03,0.09
5,17,2018,15,0.08,0.02,0.01,0.1,0.12,0.16,0.04,0.05,0.57,0,0,0.01,0,0.03,0.02,0.04,0.02,0.03,0.06
5,17,2018,15.25,0.08,0.03,0.02,0.11,0.03,0.18,0.04,0.07,0.21,0.01,0.04,0.02,0.01,0.01,0.01,0.09,0.01,0.03,0.06
5,17,2018,15.5,0.07,0.05,0.02,0.11,0.04,0.18,0.06,0.07,0.11,0.01,0.02,0.01,0,0.03,0.03,0.05,0.02,0.01,0.12
5,17,2018,15.75,0.04,0.06,0.03,0.09,0.05,0.3,0.06,0.05,0.13,0,0,0.04,0,0.05,0.07,0.04,0.01,0.01,0.15
5,17,2018,16,0.04,0.06,0.02,0.1,0.04,0.21,0.05,0.02,0.14,0.03,0,0.02,0,0.03,0.16,0.04,0.01,0.01,0.15
5,17,2018,16.25,0.08,0.05,0.01,0.1,0.03,0.3,0.05,0.03,0.13,0.02,0.04,0.01,0.01,0.01,0.08,0.07,0.02,0.01,0.09
5,17,2018,16.5,0.09,0.06,0.02,0.11,0.13,0.27,0.17,0.02,0.14,0,0.01,0.02,0.03,0.02,0.06,0.05,0.01,0.02,0.1
5,17,2018,16.75,0.1,0.04,0.04,0.14,0.08,0.19,0.34,0.03,0.12,0.05,0,0.53,0.02,0.04,0.07,0.04,0.01,0.02,0.11
5,17,2018,17,0.1,0.03,0.02,0.16,0.07,0.17,0.35,0.06,0.17,0.05,0.01,0.25,0.02,0.04,0.04,0.11,0.02,0.03,0.11
5,17,2018,17.25,0.89,0.02,0.01,0.19,0.04,0.17,0.33,0.12,0.58,0.04,0.04,0.1,0.03,0.04,0.04,0.29,0.04,0.03,0.13
5,17,2018,17.5,0.54,0.03,0.02,0.19,0.17,0.17,0.3,0.08,0.61,0.03,0.01,0.29,0.02,0.1,0.04,0.28,0.03,0.03,0.12
5,17,2018,17.75,0.05,0.02,0.04,0.18,0.11,0.12,0.32,0.12,0.27,0.03,0,0.23,0.02,0.05,0.03,0.28,0.04,0.1,0.11
5,17,2018,18,0.09,0.02,0.02,0.22,0.04,0.14,0.32,0.09,0.26,0.05,0.02,0.34,0.03,0.05,0.04,0.28,0.03,0.19,0.12
5,17,2018,18.25,0.11,0.08,0.01,0.2,0.02,0.08,0.3,0.08,0.24,0.04,0.04,0.4,0.02,0.01,0.02,0.24,0.03,0.09,0.11
5,17,2018,18.5,0.96,0.13,0.02,0.2,0.02,0.1,0.31,0.1,0.25,0.02,0,0.41,0.02,0.05,0.01,0.29,0.01,0.02,0.08
5,17,2018,18.75,0.09,0.12,0.04,0.18,0.03,0.11,0.31,0.11,0.49,0.04,0,0.29,0,0.06,0.02,0.16,0.02,0.02,0.08
5,17,2018,19,0.08,0.13,0.04,0.15,0.02,0.2,0.31,0.1,0.25,0.04,0.02,0.27,0.01,0.06,0.01,0.06,0.01,0.04,0.12
5,17,2018,19.25,0.08,0.13,0.05,0.17,0.03,0.18,0.36,0.09,0.25,0.04,0.03,0.06,0,0.03,0.02,0.05,0.02,0.05,0.11
5,17,2018,19.5,0.05,0.2,0.07,0.15,0.05,0.13,1.33,0.08,0.25,0.04,0,0.06,0,0.03,0.01,0.08,0.01,0.05,0.12
5,17,2018,19.75,0.06,0.78,0.14,0.13,0.05,0.13,0.9,0.09,0.22,0.03,0,0.06,0,0.06,0.02,0.07,0.01,0.06,0.11
5,17,2018,20,0.1,0.37,0.07,0.13,0.05,0.12,0.11,0.15,0.22,0.05,0.03,0.05,0.01,0.07,0.02,0.04,0.02,0.05,0.12
5,17,2018,20.25,0.12,0.13,0.07,0.15,0.04,0.11,0.34,0.12,0.22,0.1,0.03,0.03,0,0.07,0.04,0.04,0.01,0.02,0.11
5,17,2018,20.5,0.11,0.13,0.1,0.15,0.03,0.11,0.36,0.09,0.21,0.07,0,0.06,0,0.04,0.04,0.04,0.02,0.02,0.09
5,17,2018,20.75,0.12,0.16,0.1,0.15,0.02,0.09,0.43,0.09,0.21,0.1,0,0.11,0,0.05,0.08,0.04,0.01,0.04,0.13
5,17,2018,21,0.15,0.17,0.09,0.11,0.03,0.09,0.4,0.08,0.23,0.12,0.04,0.05,0.01,0.07,0.05,0.04,0.01,0.02,0.12
5,17,2018,21.25,0.07,0.13,0.07,0.09,0.02,0.1,0.39,0.09,0.23,0.09,0.02,0.06,0,0.04,0.05,0.06,0.02,0.01,0.12
5,17,2018,21.5,0.09,0.13,0.07,0.09,0.02,0.09,0.46,0.11,0.22,0.1,0,0.13,0,0.03,0.05,0.04,0.03,0.01,0.11
5,17,2018,21.75,0.08,0.13,0.07,0.09,0.03,0.09,0.52,0.1,0.2,0.1,0,0.08,0,0.02,0.07,0.03,0.03,0.04,0.1
5,17,2018,22,0.08,0.11,0.05,0.14,0.02,0.09,0.4,0.09,0.21,0.12,0.04,0.06,0.01,0.06,0.07,0.02,0.04,0.03,0.1
5,17,2018,22.25,0.51,0.07,0.05,0.19,0.02,0.1,0.3,0.08,0.21,0.09,0.01,0.04,0,0.04,0.05,0.03,0.03,0.03,0.11
5,17,2018,22.5,0.08,0.07,0.04,0.14,0.03,0.13,0.29,0.1,0.19,0.1,0,0.04,0,0.02,0.05,0.05,0.04,0.03,0.08
5,17,2018,22.75,0.08,0.06,0.06,0.14,0.04,0.11,0.3,0.11,0.21,0.09,0.02,0.04,0,0.02,0.04,0.03,0.02,0.01,0.04
5,17,2018,23,0.06,0.04,0.03,0.15,0.16,0.1,0.29,0.09,0.19,0.11,0.03,0.06,0.01,0.06,0.04,0.03,0.01,0.01,0.05
5,17,2018,23.25,0.03,0.04,0.02,0.14,0.19,0.1,0.29,0.09,0.19,0.1,0.01,0.04,0.02,0.06,0.04,0.02,0.02,0.01,0.04
5,17,2018,23.5,0.07,0.04,0.02,0.13,0.18,0.09,0.29,0.09,0.21,0.1,0,0.02,0.03,0.04,0.04,0.03,0.01,0.01,0.05
5,17,2018,23.75,0.07,0.04,0.03,0.11,0.14,0.1,0.28,0.1,0.19,0.11,0.02,0.01,0.02,0.03,0.02,0.05,0.02,0.01,0.04
5,18,2018,0,0.08,0.03,0.02,0.12,0.13,0.13,0.34,0.09,0.2,0.1,0.04,0.03,0.02,0.03,0.02,0.03,0.01,0.03,0.05
5,18,2018,0.25,0.06,0.04,0.02,0.14,0.05,0.1,0.24,0.04,0.2,0.06,0,0.05,0.03,0.04,0.02,0.02,0.01,0.03,0.08
5,18,2018,0.5,0.03,0.07,0.02,0.09,0.05,0.08,0.27,0.03,0.19,0.04,0,0.01,0.02,0.06,0.01,0.03,0.02,0.03,0.08
5,18,2018,0.75,0.03,0.07,0.03,0.11,0.05,0.07,0.26,0.04,0.2,0.05,0.02,0.02,0.02,0.04,0.02,0.02,0.01,0.03,0.04
5,18,2018,1,0.07,0.07,0.02,0.11,0.05,0.07,0.23,0.05,0.19,0.04,0.07,0.01,0.02,0.02,0.02,0.05,0.02,0.02,0.04
5,18,2018,1.25,0.07,0.07,0.02,0.12,0.05,0.1,0.24,0.06,0.18,0.04,0,0.04,0.03,0.03,0.02,0.04,0.01,0.01,0.05
5,18,2018,1.5,0.08,0.06,0.02,0.11,0.05,0.08,0.21,0.03,0.2,0.05,0.03,0.03,0.01,0.02,0.02,0.02,0.01,0.01,0.04
5,18,2018,1.75,0.03,0.06,0.03,0.11,0.04,0.07,0.24,0.04,0.19,0.04,0.04,0.01,0,0.04,0.04,0.02,0.02,0.01,0.04
5,18,2018,2,0.05,0.03,0.02,0.12,0.04,0.07,0.22,0.03,0.18,0.04,0.04,0.01,0,0.06,0.04,0.03,0.03,0.01,0.04
5,18,2018,2.25,0.08,0.03,0.01,0.12,0.05,0.07,0.22,0.05,0.21,0.04,0.04,0.02,0,0.03,0.03,0.05,0.04,0.02,0.04
5,18,2018,2.5,0.07,0.02,0.04,0.15,0.05,0.09,0.22,0.07,0.18,0.06,0,0.04,0.01,0.02,0.03,0.03,0.04,0.03,0.05
5,18,2018,2.75,0.07,0.04,0.02,0.16,0.06,0.08,0.22,0.05,0.18,0.06,0,0.03,0,0.02,0.02,0.03,0.03,0.03,0.08
5,18,2018,3,0.05,0.04,0.02,0.15,0.07,0.07,0.22,0.03,0.2,0.04,0.03,0.01,0,0.02,0.01,0.02,0.04,0.03,0.05
5,18,2018,3.25,0.08,0.05,0.01,0.16,0.06,0.07,0.23,0.14,0.19,0.04,0.02,0.01,0,0.05,0.02,0.03,0.02,0.03,0.04
5,18,2018,3.5,0.08,0.04,0.04,0.13,0.07,0.08,0.22,0.07,0.2,0.05,0,0.02,0.01,0.05,0.01,0.05,0.01,0.01,0.05
5,18,2018,3.75,0.13,0.04,0.02,0.13,0.04,0.07,0.21,0.07,0.2,0.04,0,0.04,0,0.04,0.02,0.03,0.02,0.01,0.05
5,18,2018,4,0.39,0.07,0.02,0.13,0.04,0.09,0.21,0.06,0.19,0.04,0.04,0.02,0,0.02,0.01,0.02,0.02,0.01,0.04
5,18,2018,4.25,0.07,0.07,0.01,0.13,0.04,0.08,0.23,0.06,0.21,0.05,0.02,0.02,0,0.01,0.02,0.03,0.01,0.01,0.05
5,18,2018,4.5,0.08,0.09,0.04,0.14,0.04,0.07,0.22,0.04,0.28,0.07,0,0.01,0.01,0.02,0.02,0.02,0.02,0.01,0.04
5,18,2018,4.75,0.07,0.09,0.02,0.19,0.04,0.07,0.22,0.03,0.19,0.04,0,0.01,0,0.04,0.04,0.05,0.01,0.03,0.05
5,18,2018,5,0.14,0.17,0.01,0.13,0.04,0.07,0.22,0.03,0.22,0.04,0.04,0.05,0,0.06,0.03,0.03,0.02,0.03,0.04
5,18,2018,5.25,0.27,0.12,0.02,0.16,0.05,0.09,0.21,0.06,0.1,0.04,0.02,0.06,0,0.04,0.05,0.03,0.01,0.06,0.04
5,18,2018,5.5,0.53,0.07,0.04,0.14,0.04,0.08,0.19,0.04,0.06,0.05,0,0.1,0,0.01,0.03,0.02,0.01,0.08,0.04
5,18,2018,5.75,0.05,0.08,0.02,0.15,0.04,0.07,0.2,0.02,0.08,0.19,0.01,0.05,0.01,0.02,0.02,0.02,0.02,0.07,0.05
5,18,2018,6,0.06,0.07,0.03,0.14,0.05,0.05,0.22,0.13,0.09,0.07,0.03,0.06,0.01,0.02,0.01,0.05,0.03,0.06,0.04
5,18,2018,6.25,0.04,0.04,0.02,0.19,0.07,0.03,0.05,0.09,0.08,0.04,0.01,0.02,0.02,0.01,0.02,0.04,0.08,0.07,0.05
5,18,2018,6.5,0.09,0.04,0.04,0.17,0.06,0.04,0.05,0.11,0.11,0.05,0,0.01,0.02,0.05,0.04,0.02,0.02,0.33,0.04
5,18,2018,6.75,0.1,0.04,0.01,0.18,0.07,0.08,0.05,0.1,0.1,0.05,0.02,0.02,0.03,0.05,0.03,0.02,0.03,0.02,0.04
5,18,2018,7,0.11,0.04,0.02,0.17,0.05,0.07,0.05,0.08,0.05,0.04,0.03,0.02,0.02,0.02,0.02,0.03,0.04,0.04,0.05
5,18,2018,7.25,0.1,0.04,0.05,0.24,0.04,0.06,0.04,0.08,0.04,0.15,0.01,0.05,0.02,0.02,0.07,0.05,0.03,0.03,0.04
5,18,2018,7.5,0.08,0.04,0.13,0.12,0.04,0.02,0.05,0.04,0.03,0.05,0,0.01,0.03,0.02,0.05,0.03,0.04,0.03,0.04
5,18,2018,7.75,0.07,0.04,0.08,0.12,0.11,0.03,0.06,0.03,0.02,0.07,0.02,0.02,0.02,0.01,0.03,0.03,0.03,0.02,0.04
5,18,2018,8,0.11,0.04,0.22,0.1,0.04,0.04,0.05,0.02,0.04,0.03,0.03,0.01,0.02,0.03,0.04,0.04,0.04,0.01,0.05
5,18,2018,8.25,0.11,0.04,0.04,0.09,0.04,0.04,0.05,0.03,0.02,0.03,0,0.02,0.02,0.05,0.04,0.05,0.03,0.01,0.23
5,18,2018,8.5,0.1,0.02,0.07,0.09,0.08,0.07,0.06,0.04,0.04,0.01,0,0.04,0,0.04,0.03,0.04,0.01,0.01,0.13
5,18,2018,8.75,0.06,0.05,0.03,0.09,0.04,0.17,0.05,0.02,0.02,0.01,0.03,0.03,0.01,0.02,0.02,0.04,0.02,0.01,0.13
5,18,2018,9,0.1,0.06,0.02,0.11,0.05,0.07,0.04,0.03,0.03,0,0.03,0.01,0,0.01,0.02,0.03,0.01,0.01,0.06
5,18,2018,9.25,0.1,0.06,0.02,0.12,0.1,0.06,0.04,0.03,0.04,0.01,0,0.01,0,0.02,0.04,0.05,0.02,0.03,0.11
5,18,2018,9.5,0.05,0.05,0.03,0.15,0.08,0.05,0.06,0.06,0.02,0.01,0,0.02,0,0.07,0.05,0.06,0.01,0.03,0.1
5,18,2018,9.75,0.06,0.1,0.02,0.15,0.06,0.05,0.04,0.04,0.03,0,0.03,0.03,0.01,0.04,0.06,0.05,0.02,0.03,0.09
5,18,2018,10,0.1,0.04,0.02,0.14,0.05,0.05,0.04,0.03,0.03,0.03,0.02,0.04,0,0.08,0.06,0.04,0.01,0.02,0.08
5,18,2018,10.25,0.25,0.06,0.02,0.15,0.06,0.06,0.06,0.16,0.02,0.01,0,0.01,0,0.05,0.07,0.03,0.02,0.01,0.09
5,18,2018,10.5,0.41,0.06,0.03,0.14,0.11,0.07,0.04,0.05,0.04,0.01,0,0.02,0,0.06,0.03,0.02,0.01,0.01,0.1
5,18,2018,10.75,0.31,0.04,0.02,0.14,0.03,0.07,0.04,0.35,0.02,0,0,0.01,0.01,0.04,0.03,0.03,0.01,0.01,0.12
5,18,2018,11,0.04,0.02,0.01,0.16,0.02,0.04,0.05,0.2,0.04,0.01,0,0.02,0,0.08,0.04,0.05,0.02,0.02,0.07
5,18,2018,11.25,0.09,0.02,0.04,0.14,0.02,0.06,0.06,0.04,0.02,0.01,0,0.04,0,0.02,0.01,0.03,0.01,0.01,0.07
5,18,2018,11.5,0.17,0.02,0.02,0.12,0.04,0.06,0.04,0.04,0.02,0,0,0.03,0,0.04,0.02,0.02,0.02,0.02,0.07
5,18,2018,11.75,0.08,0.02,0.01,0.13,0.05,0.07,0.04,0.06,0.04,0.02,0,0.01,0,0.05,0.01,0.04,0.02,0.03,0.12
5,18,2018,12,0.08,0.02,0.02,0.12,0.04,0.07,0.05,0.04,0.02,0.02,0,0.02,0.01,0.02,0.02,0.06,0.04,0.03,0.11
5,18,2018,12.25,0.04,0.02,0.04,0.1,0.04,0.05,0.05,0.22,0.04,0.01,0,0.01,0,0.02,0.01,0.04,0.03,0.02,0.11
5,18,2018,12.5,0.06,0.02,0.01,0.12,0.06,0.13,0.04,0.07,0.02,0,0,0.04,0,0.02,0.02,1.02,0.03,0.02,0.1
5,18,2018,12.75,0.26,0.02,0.02,0.11,0.04,0.07,0.05,0.06,0.03,0.01,0,0.03,0,0.01,0.01,0.49,0.03,0.01,0.1
5,18,2018,13,0.3,0.02,0.03,0.12,0.04,0.07,0.05,0.05,0.03,0,0,0.02,0.01,0.02,0.02,0.2,0.02,0.01,0.04
5,18,2018,13.25,0.4,0.04,0.02,0.12,0.04,0.07,0.04,0.05,0.03,0.01,0,0.01,0.02,0.03,0.04,0.19,0.01,0.01,0.03
5,18,2018,13.5,0.76,0.06,0.01,0.11,0.02,0.07,0.04,0.05,0.03,0.03,0,0.02,0.02,0.05,0.03,0.17,0.01,0.01,0.02
5,18,2018,13.75,0.22,0.05,0.02,0.12,0.02,0.07,0.06,0.06,0.03,0.01,0,0.01,0.03,0.03,0.28,0.2,0.02,0.01,0.02
5,18,2018,14,0.13,0.06,0.04,0.12,0.02,0.06,0.05,0.04,0.02,0.01,0,0.05,0.02,0.02,0.5,0.12,0.01,0.03,0.06
5,18,2018,14.25,0.1,0.05,0.01,0.11,0.02,0.05,0.04,0.05,0.04,0,0,0.02,0.02,0.02,0.24,0.07,0.02,0.03,0.07
5,18,2018,14.5,0.06,0.02,0.02,0.1,0.01,0.1,0.04,0.04,0.02,0.01,0,0.02,0.03,0.01,0.15,0.06,0.01,0.03,0.07
5,18,2018,14.75,0.06,0.02,0.03,0.16,0.02,0.1,0.06,0.05,0.03,0,0,0.01,0.02,0.02,0.11,0.04,0.01,0.02,0.13
5,18,2018,15,0.05,0.02,0.02,0.12,0.02,0.09,0.04,0.05,0.03,0.02,0,0.01,0.02,0.02,0.03,0.05,0.02,0.01,0.13
5,18,2018,15.25,0.09,0.02,0.02,0.12,0.02,0.1,0.05,0.03,0.02,0.02,0,0.04,0.02,0.05,0.03,0.04,0.01,0.01,0.1
5,18,2018,15.5,0.1,0.02,0.01,0.12,0.02,0.1,0.06,0.04,0.04,0.01,0,0.04,0,0.05,0.03,0.06,0.02,0.01,0.1
5,18,2018,15.75,0.08,0.02,0.04,0.15,0.02,0.08,0.04,0.05,0.02,0,0,0.01,0,0.01,0.03,0.61,0.01,0.01,0.07
5,18,2018,16,0.1,0.02,0.02,0.67,0.05,0.09,0.04,0.05,0.03,0.01,0,0.01,0.01,0.02,0.04,0.19,0.01,0.01,0.07
5,18,2018,16.25,0.3,0.02,0.01,0.57,0.04,0.08,0.05,0.03,0.03,0.01,0,0.02,0,0.02,0.03,0.04,0.03,0.03,0.08
5,18,2018,16.5,0.08,0.02,0.03,0.53,0.04,0.08,0.05,0.02,0.03,0.01,0,0.02,0,0.01,0.04,0.05,0.04,0.03,0.09
5,18,2018,16.75,0.1,0.05,0.03,0.16,0.04,0.08,0.04,0.04,0.03,0.03,0,0.04,0,0.02,0.02,0.06,0.03,0.03,0.1
5,18,2018,17,0.08,0.05,0.01,0.19,0.02,0.09,0.04,0.05,0.06,0,0,0.02,0.01,0.03,0.01,0.07,0.04,0.02,0.19
5,18,2018,17.25,0.07,0.06,0.02,0.22,0.03,0.08,0.06,0.03,0.05,0.01,0,0.02,0,0.05,0.02,0.05,0.02,0.02,0.17
5,18,2018,17.5,0.08,0.05,0.03,0.22,0.03,0.08,0.05,0.03,0.07,0.01,0,0.01,0,0.03,0.01,0.03,0.02,0.2,0.2
5,18,2018,17.75,0.06,0.09,0.02,0.2,0.03,0.52,0.04,0.04,0.05,0.01,0,0.02,0,0.02,0.02,0.03,0.01,0.19,0.12
