Wk.Day,Month,Day,Year,Numeric_Time,TMP,WSP,WDR,ISO.tot.dmd,NH.RT.MWh,UES.Cap.DayLoad,UES.Sea.DayLoad,LMP.RT.NH,UES.Sea.NextDayLoad
Fri,8,26,2016,1,75,7,200,15020.25,1248.8,50.321,78.051,19.8,71.854
Fri,8,26,2016,2,74,7,210,14966.4,1207.3,48.669,75.021,19.68,67.551
Fri,8,26,2016,3,74,7,210,14762.88,1187.1,47.546,73.552,19.47,65.174
Fri,8,26,2016,4,73,6,250,14539.61,1201,48.176,73.772,18.84,64.206
Fri,8,26,2016,5,72,6,240,14526.14,1281.4,52.154,77.124,18.23,65.02
Fri,8,26,2016,6,70,7,230,15311.63,1411.1,59.773,84.116,17.57,67.131
Fri,8,26,2016,7,71,5,230,16797.31,1552.8,68.119,93.552,20.33,74.586
Fri,8,26,2016,8,73,5,240,18036.1,1653.2,74.018,101.589,21.71,84.792
Fri,8,26,2016,9,74,5,270,18951.32,1729.6,78.076,106.97,21.36,94.578
Fri,8,26,2016,10,74,3,270,19814.51,1796.4,81.114,113.29,27.44,101.684
Fri,8,26,2016,11,77,6,300,20650.21,1851.4,81.658,118.584,44.34,107.248
Fri,8,26,2016,12,78,5,0,21408.45,1875.5,84.606,121.317,54.9,111.153
Fri,8,26,2016,13,81,8,230,22067.27,1935.3,87.733,126.756,54.96,113.205
Fri,8,26,2016,14,84,9,300,22417.56,1999,91.038,132.52,54.66,113.59
Fri,8,26,2016,15,86,6,260,22821.49,2032.5,92.09,135.312,56.24,114.465
Fri,8,26,2016,16,87,8,310,23113.82,2036.9,90.36,136.41,60.89,114.344
Fri,8,26,2016,17,87,8,280,23020.95,2017.1,87.71,135.538,65.96,112.964
Fri,8,26,2016,18,86,8,260,22305.89,1952.4,81.94,130.952,44.22,108.126
Fri,8,26,2016,19,83,5,270,21461.51,1893.2,77.038,125.696,37.12,104.022
Fri,8,26,2016,20,80,9,290,20902.87,1848,75.119,122.238,29.77,101.898
Fri,8,26,2016,21,78,11,290,19536.09,1713.6,68.497,112.608,24.03,94.758
Fri,8,26,2016,22,75,7,310,17821.01,1539.3,59.356,99.998,21.76,86.073
Fri,8,26,2016,23,73,5,290,16220.6,1366.4,51.249,87.735,20.96,77.061
Sat,8,27,2016,0,71,5,300,14971.82,1236.3,46.228,77.919,25.1,70.066
Sat,8,27,2016,1,69,7,300,14158.68,1153.2,43.006,71.854,24.34,65.1
Sat,8,27,2016,2,65,2,280,14031.06,1096.8,41.032,67.551,25.3,62.404
Sat,8,27,2016,3,67,3,300,13826.88,1066.8,39.924,65.174,25.95,61.005
Sat,8,27,2016,4,64,3,280,13402.65,1057.5,39.462,64.206,21.96,60.717
Sat,8,27,2016,5,64,3,290,13475.52,1082.4,40.61,65.02,22.09,61.638
Sat,8,27,2016,6,63,5,310,13757.89,1122.8,42.901,67.131,22.56,62.997
Sat,8,27,2016,7,64,2,270,14184.19,1232.2,47.106,74.586,18.91,69.378
Sat,8,27,2016,8,69,3,310,15084.26,1370.7,54.224,84.792,24.68,78.816
Sat,8,27,2016,9,74,5,320,15963.23,1488.9,59.948,94.578,27.47,87.67
Sat,8,27,2016,10,79,2,0,16776.09,1574.4,64.297,101.684,24.98,93.602
Sat,8,27,2016,11,82,2,0,17480.86,1636.3,66.54,107.248,27.69,99.252
Sat,8,27,2016,12,83,6,320,18085.78,1679,68.738,111.153,30.19,103.07
Sat,8,27,2016,13,83,8,100,18487.71,1711.7,70.206,113.205,32.64,105.712
Sat,8,27,2016,14,82,10,120,18817.1,1729.1,71.362,113.59,33.48,107.718
Sat,8,27,2016,15,82,10,140,19129.99,1748.9,71.97,114.465,35.26,110.08
Sat,8,27,2016,16,82,10,130,19370.45,1762.5,72.392,114.344,47.48,111.118
Sat,8,27,2016,17,79,10,140,19430.51,1757,72.448,112.964,42.33,109.932
Sat,8,27,2016,18,76,8,130,18979.04,1706.3,70.231,108.126,40.7,107.226
Sat,8,27,2016,19,73,8,130,18438.02,1667.3,68.336,104.022,33.63,105.164
Sat,8,27,2016,20,70,3,150,18167.51,1640.2,66.46,101.898,34.8,102.618
Sat,8,27,2016,21,68,3,140,17169.67,1533,61.252,94.758,31.36,93.798
Sat,8,27,2016,22,67,1,150,15872.05,1396,54.936,86.073,46.43,83.766
Sat,8,27,2016,23,66,0,0,14765.08,1258.7,49.077,77.061,23.98,74.994
Sun,8,28,2016,0,67,1,60,13659.12,1156.4,44.272,70.066,22.26,69.094
Sun,8,28,2016,1,66,2,90,12880.64,1085.9,41.029,65.1,19.71,65.24
Sun,8,28,2016,2,65,5,100,12821.43,1043.8,39.16,62.404,19.41,62.908
Sun,8,28,2016,3,64,2,100,12796.69,1017.7,38.169,61.005,19.5,61.984
Sun,8,28,2016,4,63,1,330,12631.82,1010,37.79,60.717,19.08,63.796
Sun,8,28,2016,5,63,2,50,12672.07,1024.5,38.51,61.638,19.05,70.4
Sun,8,28,2016,6,64,0,0,12611.78,1053.3,39.742,62.997,15.51,79.14
Sun,8,28,2016,7,64,0,0,13278.4,1145,43.704,69.378,4.32,87.698
Sun,8,28,2016,8,69,1,0,14151.19,1282.3,49.574,78.816,19.39,93.372
Sun,8,28,2016,9,73,3,0,14659.84,1401,55.092,87.67,21.46,101.229
Sun,8,28,2016,10,77,6,200,15445.47,1487.8,59.202,93.602,23.02,109.588
Sun,8,28,2016,11,79,11,150,16211.74,1552.9,62.379,99.252,24.5,115.588
Sun,8,28,2016,12,79,10,140,16894.58,1602.5,65.459,103.07,29.85,117.242
Sun,8,28,2016,13,79,11,140,17484.56,1645.7,67.33,105.712,33.67,119.116
Sun,8,28,2016,14,79,14,130,18032.93,1684.1,69.694,107.718,34.41,119.304
Sun,8,28,2016,15,78,14,130,18534.26,1725,71.393,110.08,36,119.244
Sun,8,28,2016,16,78,17,150,18991.37,1759.7,73.49,111.118,41.29,119.396
Sun,8,28,2016,17,75,20,140,19267.19,1777.7,74.848,109.932,37.5,117.67
Sun,8,28,2016,18,73,14,160,18996.63,1733,72.501,107.226,33.23,112.898
Sun,8,28,2016,19,71,9,150,18655.48,1705.6,70.768,105.164,34.58,109.167
Sun,8,28,2016,20,69,8,150,18449.19,1673.6,68.324,102.618,33.41,105.597
Sun,8,28,2016,21,69,7,150,17331.23,1551.5,62.351,93.798,28.2,95.655
Sun,8,28,2016,22,68,5,160,15846.06,1401.3,55.64,83.766,22.62,82.476
Sun,8,28,2016,23,68,6,180,14429.96,1274.5,50.615,74.994,23.04,71.445
Mon,8,29,2016,0,70,8,200,13754.99,1191.6,48.142,69.094,21.75,64.702
Mon,8,29,2016,1,70,9,210,13775.9,1134.8,45.972,65.24,21.88,60.808
Mon,8,29,2016,2,71,8,210,13524.1,1102.9,44.9,62.908,21.11,58.34
Mon,8,29,2016,3,70,11,220,13379.29,1098.1,45.124,61.984,22.98,57.436
Mon,8,29,2016,4,70,8,220,13462.23,1133.1,46.958,63.796,23.84,58.365
Mon,8,29,2016,5,70,10,220,14141.99,1234.9,52.076,70.4,25.63,63.384
Mon,8,29,2016,6,70,5,240,15158.84,1384.9,60.683,79.14,29.43,71.27
Mon,8,29,2016,7,70,9,230,16248.26,1522.2,69.076,87.698,49.52,77.114
Mon,8,29,2016,8,71,7,260,17238.4,1632.7,78.228,93.372,20.72,82.227
Mon,8,29,2016,9,73,8,260,17992.6,1734.6,84.091,101.229,21.44,87.456
Mon,8,29,2016,10,81,11,280,18934.86,1824.5,87.344,109.588,21.01,92.787
Mon,8,29,2016,11,84,16,310,19710.18,1863.9,88.146,115.588,29.22,95.994
Mon,8,29,2016,12,85,23,300,20278.3,1872.9,88.443,117.242,41.9,98.613
Mon,8,29,2016,13,85,21,320,20795.86,1890.1,88.98,119.116,39.3,102.246
Mon,8,29,2016,14,84,18,300,21151.14,1880.5,87.988,119.304,45.82,104.156
Mon,8,29,2016,15,83,21,310,21323.62,1866,86.188,119.244,43.11,105.276
Mon,8,29,2016,16,81,18,310,21420.86,1848,82.257,119.396,37.15,106.94
Mon,8,29,2016,17,79,18,310,21306.53,1818.7,78.162,117.67,31.76,106.846
Mon,8,29,2016,18,79,13,310,20639.85,1763.7,73.234,112.898,28.34,104.56
Mon,8,29,2016,19,76,17,310,19898.65,1712.8,70.324,109.167,23.86,103.472
Mon,8,29,2016,20,72,9,330,19340.2,1664.5,67.854,105.597,22.95,101.499
Mon,8,29,2016,21,69,3,280,17807.58,1513.3,60.611,95.655,20.45,92.002
Mon,8,29,2016,22,65,6,330,15919.13,1340.8,52.327,82.476,-4.63,80.202
Mon,8,29,2016,23,62,2,310,14220.89,1192.4,45.689,71.445,-95.87,70.179
Tue,8,30,2016,0,61,5,330,13448.97,1095.9,41.66,64.702,5.78,64.135
Tue,8,30,2016,1,60,7,270,12963.45,1039.3,39.246,60.808,18.75,60.344
Tue,8,30,2016,2,60,3,280,12769.25,1004.1,37.679,58.34,-22.31,58.233
Tue,8,30,2016,3,59,2,260,12976.36,990.9,37.109,57.436,12.34,57.458
Tue,8,30,2016,4,59,1,270,12838.06,1015,38.26,58.365,16.9,58.875
Tue,8,30,2016,5,57,3,310,12989.36,1103.9,42.252,63.384,17.99,64.726
Tue,8,30,2016,6,57,5,310,13912.04,1244.7,50.564,71.27,22.24,73.51
Tue,8,30,2016,7,58,2,300,14521.65,1351.8,57.787,77.114,19.77,80.656
Tue,8,30,2016,8,62,3,290,15293.58,1435.6,63.462,82.227,20.18,84.326
Tue,8,30,2016,9,68,2,270,15936.57,1506.7,68.696,87.456,20.34,89.47
Tue,8,30,2016,10,73,5,260,16551.94,1571.6,73.864,92.787,21.1,93.156
Tue,8,30,2016,11,77,7,260,17088.5,1614.9,76.727,95.994,21.9,98.314
Tue,8,30,2016,12,78,8,210,17557.96,1645.6,77.956,98.613,23.74,101.628
Tue,8,30,2016,13,80,5,0,18153.15,1692.7,79.632,102.246,24.3,105.146
Tue,8,30,2016,14,79,15,140,18607.52,1709,80.222,104.156,26.35,106.434
Tue,8,30,2016,15,77,10,130,18990.28,1718.8,80.463,105.276,28.02,107.523
Tue,8,30,2016,16,77,13,150,19369.36,1730.6,78.755,106.94,31.06,108.996
Tue,8,30,2016,17,76,13,140,19504.73,1721.8,75.553,106.846,37.72,110.046
Tue,8,30,2016,18,73,10,140,19166.69,1697.5,71.498,104.56,33.17,109.986
Tue,8,30,2016,19,70,9,140,18881.64,1688.3,69.598,103.472,36.65,111.568
Tue,8,30,2016,20,67,7,140,18538.68,1648.6,67.336,101.499,32.28,110.103
Tue,8,30,2016,21,67,1,250,17218.85,1506.9,60.238,92.002,24.79,102.189
Tue,8,30,2016,22,65,0,0,15575.63,1335.5,51.786,80.202,23.68,90.717
Tue,8,30,2016,23,62,1,180,14041.25,1194,46.162,70.179,22.71,80.864
Wed,8,31,2016,0,63,0,0,13163.84,1102.8,42.401,64.135,18.97,74.446
Wed,8,31,2016,1,62,3,330,13279.4,1049.8,39.629,60.344,21.55,70.227
Wed,8,31,2016,2,62,0,0,13388.81,1018.4,38.537,58.233,22.17,67.456
Wed,8,31,2016,3,60,3,240,13337.04,1007.9,38.171,57.458,21.17,65.896
Wed,8,31,2016,4,61,0,0,13463.02,1039.6,39.314,58.875,22.23,66.944
Wed,8,31,2016,5,60,2,220,13690.46,1139.7,42.873,64.726,23.4,72.448
Wed,8,31,2016,6,60,5,190,14476.21,1296.5,53.3,73.51,23.47,82.322
Wed,8,31,2016,7,63,6,210,15593.83,1404.6,60.238,80.656,32.61,88.188
Wed,8,31,2016,8,65,5,270,16457.15,1481.4,65.188,84.326,28.43,92.196
Wed,8,31,2016,9,70,6,250,17166.29,1541.5,69.687,89.47,29.15,96.159
Wed,8,31,2016,10,73,7,250,17827.36,1592.8,72.833,93.156,27.04,98.374
Wed,8,31,2016,11,76,7,250,18314.42,1649.6,77.08,98.314,25,101.256
Wed,8,31,2016,12,79,7,260,18658.83,1689.5,80.409,101.628,25.22,102.855
Wed,8,31,2016,13,83,8,260,19012.33,1731.1,82.8,105.146,23.68,103.634
Wed,8,31,2016,14,84,7,220,19067.36,1741.4,82.78,106.434,21.99,104.39
Wed,8,31,2016,15,83,8,190,19177.05,1737.9,81.181,107.523,22.45,104.556
Wed,8,31,2016,16,82,7,200,19349.53,1736.2,78.087,108.996,24.44,105.154
Wed,8,31,2016,17,83,5,230,19418.18,1738.5,74.804,110.046,24.27,103.526
Wed,8,31,2016,18,80,3,220,19276.74,1728.3,72.151,109.986,24.96,100.986
Wed,8,31,2016,19,78,8,210,19469.03,1747,71.46,111.568,28.14,102.536
Wed,8,31,2016,20,76,3,244,19277.6,1716.7,69.878,110.103,28.16,101.644
Wed,8,31,2016,21,75,8,190,18130.79,1586,63.346,102.189,24.77,94.352
Wed,8,31,2016,22,75,6,220,16541.15,1424.7,55.076,90.717,29.03,82.438
Wed,8,31,2016,23,75,3,240,15058.45,1292.8,49.492,80.864,25.8,72.018
Thu,9,1,2016,0,74,6,230,14156.26,1201.2,46.23,74.446,24.8,64.984
Thu,9,1,2016,1,74,5,240,13850.37,1146.9,44.093,70.227,26.12,60.476
Thu,9,1,2016,2,72,3,240,13727.89,1110.8,42.788,67.456,24.29,57.903
Thu,9,1,2016,3,70,1,230,13522.59,1095.8,42.595,65.896,23.35,56.805
Thu,9,1,2016,4,70,3,230,13682.02,1122.7,43.348,66.944,23.22,57.768
Thu,9,1,2016,5,70,3,260,14312.35,1220.7,48.589,72.448,24.46,61.942
Thu,9,1,2016,6,69,5,270,15346.76,1385.6,59.098,82.322,39.93,68.208
Thu,9,1,2016,7,69,2,260,16428.81,1488,65.264,88.188,38.85,75.106
Thu,9,1,2016,8,70,2,280,17052.57,1560.9,70.368,92.196,38.5,81.112
Thu,9,1,2016,9,72,5,240,17517.66,1605.7,74.482,96.159,37.65,87.123
Thu,9,1,2016,10,73,6,260,17885.28,1654.6,80.036,98.374,27.34,91.058
Thu,9,1,2016,11,75,3,280,18061.36,1686.8,82.381,101.256,31.38,94.02
Thu,9,1,2016,12,77,3,320,18013.24,1700.4,82.386,102.855,24.1,94.312
Thu,9,1,2016,13,78,5,90,18027.75,1721.5,83.207,103.634,22.18,93.182
Thu,9,1,2016,14,79,8,100,18002.23,1733.4,83.769,104.39,20.94,92.142
Thu,9,1,2016,15,80,7,140,18071.24,1733.9,82.551,104.556,21.29,91.45
Thu,9,1,2016,16,74,9,110,18189.81,1720.3,79.146,105.154,23.49,91.54
Thu,9,1,2016,17,75,6,110,18214.79,1695.7,74.826,103.526,21.34,90.891
Thu,9,1,2016,18,74,6,160,18015.88,1669,70.247,100.986,21.16,88.486
Thu,9,1,2016,19,71,3,160,18102.21,1668.7,67.737,102.536,25.2,88.395
Thu,9,1,2016,20,70,0,0,17950,1637.8,65.74,101.644,24.68,86.958
Thu,9,1,2016,21,69,3,270,16832.38,1507.8,59.227,94.352,23.05,80.462
Thu,9,1,2016,22,68,3,310,15175.25,1341.5,50.978,82.438,27.93,72.272
Thu,9,1,2016,23,67,5,300,13832.12,1195.9,44.926,72.018,21.54,64.33
Fri,9,2,2016,0,66,6,310,12679.01,1097.5,41.528,64.984,6.41,58.848
Fri,9,2,2016,1,65,7,300,12380.09,1037.5,39.314,60.476,20.16,54.93
Fri,9,2,2016,2,64,3,310,12293.57,1002.6,37.572,57.903,21.11,52.884
Fri,9,2,2016,3,62,5,290,12134.26,989.4,36.96,56.805,4.86,52.024
Fri,9,2,2016,4,62,3,300,12308.08,1012,38.453,57.768,14.13,51.956
Fri,9,2,2016,5,63,6,310,12396.96,1095.4,41.543,61.942,20.58,53.736
Fri,9,2,2016,6,61,3,290,12954.58,1219.5,49.138,68.208,20.71,56.646
Fri,9,2,2016,7,61,3,300,14017,1335.2,56.052,75.106,20.47,61.964
Fri,9,2,2016,8,64,2,290,14781.59,1428.3,62.193,81.112,21.29,68.504
Fri,9,2,2016,9,70,8,350,15310.83,1502.8,66.803,87.123,22.06,73.642
Fri,9,2,2016,10,74,9,10,15716.2,1550.8,70.614,91.058,19.58,77.66
Fri,9,2,2016,11,75,13,340,16086.37,1581,72.552,94.02,19.53,78.8
Fri,9,2,2016,12,78,9,360,16285.87,1585.8,73.222,94.312,18.79,79.128
Fri,9,2,2016,13,74,13,120,16502.08,1590.2,73.957,93.182,18.91,78.726
Fri,9,2,2016,14,72,11,120,16617.1,1585.1,73.341,92.142,19.12,78.231
Fri,9,2,2016,15,73,10,100,16720.44,1573.3,71.622,91.45,18.73,78.934
Fri,9,2,2016,16,70,9,140,16889.96,1568.4,69.391,91.54,20.23,80.078
Fri,9,2,2016,17,71,9,130,16885.66,1555.6,66.372,90.891,18.93,80.258
Fri,9,2,2016,18,69,6,170,16447.91,1512,62.181,88.486,18.49,79.22
Fri,9,2,2016,19,66,3,160,16285.05,1500.8,60.011,88.395,18.53,80.41
Fri,9,2,2016,20,65,3,210,15999.32,1471.4,58.016,86.958,18.57,79.648
Fri,9,2,2016,21,64,3,150,15063.68,1366.5,52.85,80.462,21.19,74.445
Fri,9,2,2016,22,62,0,0,13815.19,1230.6,46.272,72.272,21.84,67.36
Fri,9,2,2016,23,60,1,230,12556.33,1105.6,40.595,64.33,21.51,60.153
Sat,9,3,2016,0,58,2,280,11758.96,1010.5,36.659,58.848,19.93,55.58
Sat,9,3,2016,1,59,2,350,11430.24,955.3,34.323,54.93,23.92,51.978
Sat,9,3,2016,2,57,2,320,11066.73,920,32.975,52.884,16.9,49.954
Sat,9,3,2016,3,58,3,270,10826.66,903,32.422,52.024,16.15,49.23
Sat,9,3,2016,4,56,2,330,10750.01,904.6,32.34,51.956,14.08,49.498
Sat,9,3,2016,5,54,6,330,10717.95,937.2,33.831,53.736,18.42,50.776
Sat,9,3,2016,6,53,7,330,10823.8,978.9,35.452,56.646,19.15,52.526
Sat,9,3,2016,7,54,5,320,11380.76,1053.9,38.342,61.964,19.09,57.9
Sat,9,3,2016,8,57,5,310,12224.93,1162.2,42.936,68.504,27.05,64.791
Sat,9,3,2016,9,61,3,330,12875.27,1239.8,46.784,73.642,32.16,70.546
Sat,9,3,2016,10,67,5,0,13191.78,1284.2,48.972,77.66,19.42,74.08
Sat,9,3,2016,11,71,7,0,13408.41,1301.3,50.424,78.8,14.17,75.79
Sat,9,3,2016,12,72,2,0,13559.81,1304.6,50.997,79.128,14.34,76.474
Sat,9,3,2016,13,73,6,100,13614.85,1304.7,51.286,78.726,14.58,76.196
Sat,9,3,2016,14,73,3,0,13680.16,1306.5,52.033,78.231,12.66,76.161
Sat,9,3,2016,15,73,8,160,13726.64,1315.6,52.21,78.934,12.53,76.332
Sat,9,3,2016,16,72,8,160,13934.37,1330.5,52.208,80.078,12.04,77.508
Sat,9,3,2016,17,71,8,150,14159.26,1338,52.045,80.258,15.29,78.519
Sat,9,3,2016,18,68,8,140,14180.84,1333.4,51.622,79.22,16.78,78.052
Sat,9,3,2016,19,66,6,130,14365.85,1349.8,51.578,80.41,13.88,78.888
Sat,9,3,2016,20,64,5,110,14306.74,1331.3,51.16,79.648,16.24,77.05
Sat,9,3,2016,21,61,3,150,13578.72,1242,47.03,74.445,14.31,71.246
Sat,9,3,2016,22,59,0,0,12619.41,1133.4,41.748,67.36,13.81,65.158
Sat,9,3,2016,23,59,1,320,11599.26,1025.3,37.417,60.153,18.16,58.761
Sun,9,4,2016,0,57,0,0,10764.09,948.2,34.183,55.58,10.79,53.998
Sun,9,4,2016,1,55,0,0,10527.76,899.8,32.272,51.978,4.84,51.184
Sun,9,4,2016,2,55,2,340,10603.48,869.8,31.23,49.954,8.07,49.572
Sun,9,4,2016,3,54,0,0,10695.21,855.4,30.511,49.23,13.22,48.764
Sun,9,4,2016,4,53,2,290,10735.82,854.9,30.497,49.498,6.54,49.416
Sun,9,4,2016,5,53,1,310,10607.06,877.6,31.538,50.776,12.21,51.531
Sun,9,4,2016,6,53,3,320,10811.64,909.3,32.594,52.526,12.94,53.882
Sun,9,4,2016,7,54,6,320,10835.62,987.9,35.163,57.9,11.82,58.809
Sun,9,4,2016,8,61,6,10,11382.34,1099.4,39.653,64.791,12.16,65.985
Sun,9,4,2016,9,66,5,360,11977.33,1188.6,44.034,70.546,12.1,72.291
Sun,9,4,2016,10,71,8,50,12354.33,1237.3,46.87,74.08,13.35,76.056
Sun,9,4,2016,11,73,6,0,12611.89,1268.3,49.122,75.79,10.11,77.244
Sun,9,4,2016,12,73,6,0,12811.75,1282.8,50.022,76.474,10.54,77.968
Sun,9,4,2016,13,74,7,0,12925.33,1286.4,50.822,76.196,11.62,77.955
Sun,9,4,2016,14,74,8,70,13101.94,1289.7,51.832,76.161,14.15,77.862
Sun,9,4,2016,15,73,11,90,13376.43,1297.2,52.421,76.332,15.63,78.615
Sun,9,4,2016,16,72,10,90,13772.61,1316.1,52.925,77.508,18.34,80.691
Sun,9,4,2016,17,71,8,120,14121.36,1328.7,52.762,78.519,15.88,82.762
Sun,9,4,2016,18,69,8,90,14084.66,1314.2,51.174,78.052,17.09,82.884
Sun,9,4,2016,19,65,5,100,14192.33,1318.8,50.734,78.888,16.15,85.626
Sun,9,4,2016,20,63,3,60,14049.85,1288.1,49.35,77.05,19.62,83.409
Sun,9,4,2016,21,61,3,40,13302.79,1197.8,45.42,71.246,15,75.466
Sun,9,4,2016,22,60,1,350,12378.86,1093.8,40.994,65.158,13.42,66.148
Sun,9,4,2016,23,59,2,10,11386.9,998.2,36.983,58.761,9.93,58.713
Mon,9,5,2016,0,59,5,10,10756,926.4,34.316,53.998,5.98,54.939
Mon,9,5,2016,1,55,5,330,10076.55,880.8,32.324,51.184,10.41,52.659
Mon,9,5,2016,2,55,1,300,9786.39,856.2,31.5,49.572,12.55,51.558
Mon,9,5,2016,3,54,5,330,9877.56,843.3,30.972,48.764,11.05,51.002
Mon,9,5,2016,4,55,5,20,9915.76,852.6,31.5,49.416,10.31,52.893
Mon,9,5,2016,5,56,6,10,10198.91,887,33.254,51.531,11,59.632
Mon,9,5,2016,6,57,7,360,10575.98,926.7,35.259,53.882,12.46,70.11
Mon,9,5,2016,7,57,5,10,11089.84,999.6,37.73,58.809,8.18,77.01
Mon,9,5,2016,8,58,5,10,11753.12,1106.3,41.218,65.985,11.04,80.337
Mon,9,5,2016,9,61,7,10,12450.67,1201.2,45.988,72.291,17.26,83.116
Mon,9,5,2016,10,64,7,20,12915.72,1261,48.748,76.056,16.52,85.044
Mon,9,5,2016,11,67,9,40,13016.75,1287.3,50.654,77.244,14.75,86.097
Mon,9,5,2016,12,70,13,40,13118.83,1300.7,51.408,77.968,14.1,86.392
Mon,9,5,2016,13,74,15,40,13269.7,1307.3,52.824,77.955,14.39,86.476
Mon,9,5,2016,14,74,15,40,13487.36,1318,54.719,77.862,15.3,85.93
Mon,9,5,2016,15,73,17,50,13750.59,1339,56.292,78.615,15.87,85.472
Mon,9,5,2016,16,73,18,40,14195.17,1377.9,58.686,80.691,17.27,86.714
Mon,9,5,2016,17,72,17,50,14668.59,1408.1,59.586,82.762,21.9,88.932
Mon,9,5,2016,18,69,20,50,14841.83,1405.4,57.955,82.884,23.14,89.844
Mon,9,5,2016,19,68,13,30,15133.23,1434.9,58.728,85.626,24.95,91.258
Mon,9,5,2016,20,68,15,40,14991.76,1406.5,57.671,83.409,19.08,89.103
Mon,9,5,2016,21,68,10,30,13975.6,1281.3,51.632,75.466,21.18,81.408
Mon,9,5,2016,22,69,13,40,12657.73,1139.2,44.611,66.148,13.77,72.158
Mon,9,5,2016,23,64,14,50,11551.94,1036.7,40.129,58.713,13.67,64.555
Tue,9,6,2016,0,62,13,30,11304.88,975.5,38.096,54.939,15.83,59.68
Tue,9,6,2016,1,62,8,30,11298.94,939.5,37.266,52.659,17.8,57.17
Tue,9,6,2016,2,61,11,20,11314.76,924.1,36.722,51.558,18.09,55.858
Tue,9,6,2016,3,62,10,20,11280.92,926.3,37.112,51.002,17.54,55.504
Tue,9,6,2016,4,61,13,10,11524.88,960.2,39.036,52.893,18.64,57.033
Tue,9,6,2016,5,61,10,10,12061.5,1071.5,44.102,59.632,19.2,63.776
Tue,9,6,2016,6,61,9,20,13273.91,1248.7,52.992,70.11,22.08,74.474
Tue,9,6,2016,7,62,11,30,14386.17,1355,59.504,77.01,27.33,81.27
Tue,9,6,2016,8,63,8,40,15006.54,1421.9,64.213,80.337,26.59,84.656
Tue,9,6,2016,9,64,10,30,15503.36,1458.2,67.781,83.116,24.65,87.652
Tue,9,6,2016,10,65,10,40,15898.59,1501.9,70.24,85.044,33,89.776
Tue,9,6,2016,11,66,8,60,16123.53,1531.6,71.477,86.097,40.83,90.766
Tue,9,6,2016,12,66,13,50,16248.95,1543,73.507,86.392,27.42,90.675
Tue,9,6,2016,13,66,11,40,16429.53,1560.3,75.058,86.476,26.12,90.784
Tue,9,6,2016,14,66,10,40,16540.35,1558.4,75.243,85.93,27.62,89.992
Tue,9,6,2016,15,68,9,30,16653.06,1556.2,75.358,85.472,37.35,89.469
Tue,9,6,2016,16,69,10,20,16811.79,1560.1,74.466,86.714,42.31,91.112
Tue,9,6,2016,17,70,6,80,16964.62,1575.9,73.124,88.932,43.98,93.009
Tue,9,6,2016,18,70,5,80,16973.45,1582.7,69.568,89.844,48.36,94.744
Tue,9,6,2016,19,68,6,50,17196.46,1603.2,69.186,91.258,51.74,97.686
Tue,9,6,2016,20,67,6,70,16860.58,1559.6,66.939,89.103,39.98,95.192
Tue,9,6,2016,21,66,6,60,15792.38,1435.1,60.132,81.408,40.44,87.573
Tue,9,6,2016,22,66,5,50,14374.84,1289.4,52.355,72.158,28.38,77.888
Tue,9,6,2016,23,66,6,50,13078,1167.7,46.781,64.555,23.54,69.543
Wed,9,7,2016,0,67,5,70,12718.96,1088.3,43.601,59.68,22.73,64.131
Wed,9,7,2016,1,67,7,20,12469.49,1043.9,41.797,57.17,21.21,61.082
Wed,9,7,2016,2,67,5,20,12438.32,1021.7,40.791,55.858,20.3,59.205
Wed,9,7,2016,3,67,6,40,12332.98,1017.4,40.759,55.504,17.62,58.545
Wed,9,7,2016,4,67,6,10,12557.12,1054.8,42.334,57.033,21.33,59.786
Wed,9,7,2016,5,66,7,30,13102.9,1164.1,47.227,63.776,21.38,66.388
Wed,9,7,2016,6,66,6,50,14395.84,1342.4,57.746,74.474,22.03,77.034
Wed,9,7,2016,7,66,7,60,15441.06,1448.7,64.591,81.27,32.83,83.66
Wed,9,7,2016,8,67,7,70,16070.22,1504.9,68.77,84.656,51.49,87.165
Wed,9,7,2016,9,68,6,20,16530.83,1556.2,71.841,87.652,33.7,90.566
Wed,9,7,2016,10,69,7,50,16956.87,1588.8,74.499,89.776,27.6,93.71
Wed,9,7,2016,11,69,9,50,17329.6,1595.4,75.539,90.766,43.14,96.326
Wed,9,7,2016,12,69,7,40,17678.88,1613.6,75.842,90.675,42.02,99.111
Wed,9,7,2016,13,69,6,60,18016.93,1621.2,77.898,90.784,37.39,100.698
Wed,9,7,2016,14,69,6,40,18176.92,1610.1,78.659,89.992,53.63,102.102
Wed,9,7,2016,15,70,5,70,18411.58,1610,79.356,89.469,44.03,104.02
Wed,9,7,2016,16,72,3,80,18681.46,1627.6,77.002,91.112,37.04,105.574
Wed,9,7,2016,17,71,7,30,18793.67,1644.6,74.638,93.009,44.9,105.426
Wed,9,7,2016,18,71,6,30,18629.56,1641.6,72.016,94.744,59.97,104.572
Wed,9,7,2016,19,69,6,80,18764,1671.5,71.2,97.686,58.85,105.856
Wed,9,7,2016,20,69,5,100,18407.91,1629.1,68.733,95.192,36.66,102.315
Wed,9,7,2016,21,68,5,40,17240.2,1501.4,61.906,87.573,34.35,94.142
Wed,9,7,2016,22,68,7,350,15963.34,1350.1,53.536,77.888,28.04,82.749
Wed,9,7,2016,23,69,5,30,14754.18,1221.7,47.21,69.543,23.79,73.66
