Wk.Day,Month,Day,Year,Numeric_Time,TMP,WSP,WDR,ISO.tot.dmd,NH.RT.MWh,UES.Cap.DayLoad,UES.Sea.DayLoad,LMP.RT.NH,UES.Sea.NextDayLoad
Thu,1,26,2017,23,40,16,280,12587.31,1114.2,33.213,62.998,26.42,64.39
Fri,1,27,2017,0,38,12,280,12510.25,1050.9,30.632,58.774,26.97,59.896
Fri,1,27,2017,1,38,16,270,12355.78,1014.5,28.733,56.68,25.62,57.45
Fri,1,27,2017,2,37,10,260,12156.96,1000.3,27.921,55.473,23.56,55.911
Fri,1,27,2017,3,37,9,230,12146.38,1004.9,27.585,55.677,22.35,55.665
Fri,1,27,2017,4,37,8,220,12484.02,1047.1,29.922,58.02,24.5,56.872
Fri,1,27,2017,5,38,14,230,13437.24,1159.7,35.259,64.527,27.1,60.054
Fri,1,27,2017,6,38,10,230,14282.07,1342.2,45.085,75.734,30.81,65.19
Fri,1,27,2017,7,37,9,230,14983.17,1423.3,50.811,80.232,38.09,70.17
Fri,1,27,2017,8,39,11,230,15084.33,1432.2,53.608,79.602,37.05,74.9
Fri,1,27,2017,9,41,11,240,15011.22,1449.3,55.15,80.078,32.32,77.754
Fri,1,27,2017,10,40,18,240,14976.42,1455.3,55.732,80.392,32.06,79.976
Fri,1,27,2017,11,42,10,250,14834.28,1450.5,54.932,80.373,31.64,80.307
Fri,1,27,2017,12,42,16,260,14691.65,1440.7,55.276,80.25,31.88,79.755
Fri,1,27,2017,13,40,11,250,14710.35,1438.6,55.242,79.314,30.57,78.562
Fri,1,27,2017,14,39,18,260,14731.53,1429.8,54.192,78.99,29.95,76.954
Fri,1,27,2017,15,39,21,270,14919.62,1431.5,54.526,80.698,33.5,77.322
Fri,1,27,2017,16,39,17,260,15529.36,1470.8,54.924,83.956,37.46,81.208
Fri,1,27,2017,17,38,13,260,16394.94,1565.9,58.13,90.828,30.99,88.485
Fri,1,27,2017,18,37,11,250,16259.15,1556.6,56.793,90.122,29.3,88.113
Fri,1,27,2017,19,36,9,240,15796.84,1508.5,52.658,87.256,29.31,85.266
Fri,1,27,2017,20,36,14,230,15253.84,1449.1,49.508,83.39,31.17,81.813
Fri,1,27,2017,21,35,13,240,14492.88,1358.9,45.068,77.697,28.48,76.323
Fri,1,27,2017,22,35,15,240,13504.99,1249.6,39.821,70.926,29.07,70.425
Fri,1,27,2017,23,36,12,240,12558.63,1141.7,35.054,64.39,27.52,64.686
Sat,1,28,2017,0,36,15,250,12424.43,1066.9,31.754,59.896,26.71,60.678
Sat,1,28,2017,1,36,14,260,12357.29,1024.2,29.678,57.45,28.63,58.598
Sat,1,28,2017,2,36,12,270,12126.21,1001.9,28.514,55.911,26.78,57.315
Sat,1,28,2017,3,35,8,270,12315.5,996.6,29.682,55.665,27.36,56.961
Sat,1,28,2017,4,36,10,240,12275.16,1011.7,30.244,56.872,27.09,57.968
Sat,1,28,2017,5,36,13,270,12551.99,1060.4,32.431,60.054,26.95,60.158
Sat,1,28,2017,6,35,9,250,13137.05,1141.4,36.278,65.19,28.87,64.197
Sat,1,28,2017,7,34,7,260,13518.91,1224.4,39.751,70.17,31.15,68.648
Sat,1,28,2017,8,35,8,260,13849.38,1305.6,43.292,74.9,29.4,74.07
Sat,1,28,2017,9,38,13,280,13710.25,1348,45.729,77.754,29.05,76.503
Sat,1,28,2017,10,39,21,280,13777.76,1374.4,46.604,79.976,33.33,76.636
Sat,1,28,2017,11,40,9,290,13945.92,1382.3,47.306,80.307,33.97,77.194
Sat,1,28,2017,12,40,17,260,13996.43,1370.2,46.093,79.755,33.7,78.524
Sat,1,28,2017,13,39,14,260,14011.44,1349,45.822,78.562,33.17,77.582
Sat,1,28,2017,14,39,11,270,14051.22,1328.6,45.288,76.954,33.5,78.074
Sat,1,28,2017,15,39,11,260,14177.37,1337.1,44.912,77.322,33.75,78.278
Sat,1,28,2017,16,38,10,260,14672.56,1392,48.503,81.208,39.78,83.448
Sat,1,28,2017,17,37,8,260,15609.86,1490.8,53.13,88.485,46.43,92.846
Sat,1,28,2017,18,35,8,260,15578,1483.4,52.661,88.113,43.47,93.387
Sat,1,28,2017,19,35,7,250,15144.16,1427.6,50.097,85.266,37.82,89.746
Sat,1,28,2017,20,34,10,230,14677.62,1377.1,47.486,81.813,34,84.748
Sat,1,28,2017,21,33,8,240,14033.86,1298.1,43.852,76.323,33.27,77.919
Sat,1,28,2017,22,32,7,0,13249.25,1200.4,38.012,70.425,36.9,69.813
Sat,1,28,2017,23,31,5,240,12625.14,1106.9,34.426,64.686,34.03,63.278
Sun,1,29,2017,0,31,6,230,11957.37,1055.9,30.788,60.678,24.61,59.746
Sun,1,29,2017,1,30,7,210,11793.21,1017.1,29.069,58.598,26.58,58.455
Sun,1,29,2017,2,29,7,200,11642.88,996.3,28.126,57.315,25.15,58.186
Sun,1,29,2017,3,30,7,200,11735.09,992,28.058,56.961,26.82,58.647
Sun,1,29,2017,4,29,8,190,11790.11,1005.2,28.817,57.968,30.21,61.772
Sun,1,29,2017,5,29,7,210,11842.79,1041.9,30.592,60.158,17.62,69.416
Sun,1,29,2017,6,29,5,230,12550.62,1099.3,33.982,64.197,25.15,81.711
Sun,1,29,2017,7,29,6,210,12813.08,1176.1,36.517,68.648,26.94,86.271
Sun,1,29,2017,8,30,5,0,12920.74,1260,39.72,74.07,30.6,85.24
Sun,1,29,2017,9,34,10,230,13127.03,1306.6,41.878,76.503,24.67,85.316
Sun,1,29,2017,10,37,9,230,13154.58,1318.3,43.158,76.636,11.31,83.492
Sun,1,29,2017,11,39,10,260,13201.66,1331.7,44.469,77.194,16.73,81.97
Sun,1,29,2017,12,41,14,260,13413.25,1344.7,44.333,78.524,32.41,80.44
Sun,1,29,2017,13,38,14,250,13489.01,1334,44.166,77.582,32.3,80.714
Sun,1,29,2017,14,39,8,240,13476.13,1327.7,44.574,78.074,30.58,80.212
Sun,1,29,2017,15,39,8,260,13737.92,1335.3,45.073,78.278,31.4,81.502
Sun,1,29,2017,16,38,7,240,14543.97,1403.3,48.188,83.448,36.48,86.562
Sun,1,29,2017,17,36,3,250,15878.01,1538.9,54.885,92.846,49.15,97.332
Sun,1,29,2017,18,36,7,250,16097.71,1543.3,54.35,93.387,44.93,98.949
Sun,1,29,2017,19,34,3,250,15729.03,1492.4,51.109,89.746,42.98,96.122
Sun,1,29,2017,20,32,6,270,15158.97,1417.7,47.747,84.748,39.54,91.17
Sun,1,29,2017,21,31,5,250,14265.52,1314.9,43.297,77.919,37.41,82.731
Sun,1,29,2017,22,30,6,270,13211.08,1203.5,38.01,69.813,34.42,74.18
Sun,1,29,2017,23,28,5,240,12242.14,1116.4,34.64,63.278,28.34,67.512
Mon,1,30,2017,0,29,0,0,11907.22,1068.4,33.059,59.746,5.24,63.603
Mon,1,30,2017,1,28,6,270,11882.42,1047,32.025,58.455,30.8,62.554
Mon,1,30,2017,2,27,6,260,11798.02,1041.5,31.414,58.186,30.62,62.145
Mon,1,30,2017,3,26,5,270,11886.4,1055.5,32.546,58.647,30.43,62.79
Mon,1,30,2017,4,25,7,260,12307.91,1109.7,35.208,61.772,28.72,65.715
Mon,1,30,2017,5,25,6,250,13051.28,1239.5,40.95,69.416,34.7,73.236
Mon,1,30,2017,6,23,3,240,14841.83,1436.2,51.835,81.711,38.96,85.599
Mon,1,30,2017,7,22,5,250,15893.98,1521.9,57.446,86.271,46.03,89.688
Mon,1,30,2017,8,26,5,240,15885.19,1520.2,58.203,85.24,37.38,89.016
Mon,1,30,2017,9,28,3,290,15630.1,1504.2,58.55,85.316,34.89,86.416
Mon,1,30,2017,10,31,7,300,15286.98,1488.2,58.508,83.492,33.26,84.171
Mon,1,30,2017,11,33,8,310,15142.77,1480.7,58.499,81.97,32.82,84.914
Mon,1,30,2017,12,35,11,270,15112.48,1467.3,57.454,80.44,32.87,83.895
Mon,1,30,2017,13,35,11,250,15058.45,1464.9,57.934,80.714,32.23,84.362
Mon,1,30,2017,14,36,11,240,15092.94,1452.3,56.948,80.212,30.97,83.906
Mon,1,30,2017,15,35,7,0,15209.01,1457.6,55.97,81.502,32.09,86.103
Mon,1,30,2017,16,34,8,280,15991.04,1520.9,57.911,86.562,34.21,90.734
Mon,1,30,2017,17,31,5,290,17356.23,1659.6,63.021,97.332,38.84,99.681
Mon,1,30,2017,18,30,7,290,17593.56,1680,62.839,98.949,39.58,100.702
Mon,1,30,2017,19,29,9,290,17209.72,1635.5,59.495,96.122,38.94,97.239
Mon,1,30,2017,20,27,6,300,16591.06,1560.8,55.643,91.17,37.63,91.569
Mon,1,30,2017,21,25,5,290,15572.72,1445.6,49.912,82.731,34.13,83.361
Mon,1,30,2017,22,26,7,290,14309.45,1317,43.337,74.18,28.76,74.282
Mon,1,30,2017,23,23,9,310,13506.22,1216,39.476,67.512,28.49,67.509
Tue,1,31,2017,0,23,10,290,13151.15,1161.8,36.972,63.603,35.68,63.472
Tue,1,31,2017,1,21,16,320,13124.38,1141.6,36.334,62.554,33.94,61.794
Tue,1,31,2017,2,19,13,300,12749.72,1134.7,35.957,62.145,29.49,60.864
Tue,1,31,2017,3,17,9,300,12824.65,1146.7,37.023,62.79,30.48,60.956
Tue,1,31,2017,4,16,7,290,13026.8,1192.9,39.331,65.715,30.89,63.478
Tue,1,31,2017,5,15,0,0,13828.32,1319.2,44.642,73.236,38.25,70.599
Tue,1,31,2017,6,15,9,270,15751.08,1512.9,55.802,85.599,56.69,79.785
Tue,1,31,2017,7,15,8,270,16691.26,1587.2,61.801,89.688,54.15,85.398
Tue,1,31,2017,8,16,8,270,16413.37,1576.4,63.182,89.016,42.15,88.908
Tue,1,31,2017,9,18,8,270,16021,1554,63.327,86.416,42.11,88.418
Tue,1,31,2017,10,20,6,0,15940.7,1537.8,63.072,84.171,38.09,87.968
Tue,1,31,2017,11,22,7,230,16122.59,1522.9,63.047,84.914,40.41,86.464
Tue,1,31,2017,12,25,3,0,16236.12,1509.1,62.702,83.895,40.39,82.61
Tue,1,31,2017,13,25,0,0,16404.61,1509.5,62.16,84.362,40.76,81.4
Tue,1,31,2017,14,26,0,0,16448.51,1499.3,62.417,83.906,41.34,80.745
Tue,1,31,2017,15,26,8,140,16578.66,1510.1,60.974,86.103,39.87,81.933
Tue,1,31,2017,16,26,3,90,17097.54,1568.7,62.102,90.734,44.04,86.151
Tue,1,31,2017,17,26,7,100,18229.51,1692.9,66.593,99.681,44.33,95.396
Tue,1,31,2017,18,26,3,100,18283.42,1705.4,65.014,100.702,42.02,97
Tue,1,31,2017,19,26,3,10,17756.31,1655.4,62.43,97.239,51.98,94.056
Tue,1,31,2017,20,26,3,20,16970.64,1583.8,58.124,91.569,42.17,89.332
Tue,1,31,2017,21,26,0,0,15832.71,1466.3,52.25,83.361,39.33,81.776
Tue,1,31,2017,22,26,0,0,14449.34,1331.6,44.656,74.282,38.03,73.11
Tue,1,31,2017,23,25,3,0,13506.05,1219,38.938,67.509,38.12,66.08
Wed,2,1,2017,0,24,3,340,13272.68,1155.1,36.762,63.472,36.69,62.158
Wed,2,1,2017,1,24,6,350,12986.32,1122.3,35.324,61.794,35.28,60.588
Wed,2,1,2017,2,24,5,360,13050.37,1118.1,34.613,60.864,35.85,59.828
Wed,2,1,2017,3,23,7,340,13052.89,1134,34.839,60.956,36.23,60.184
Wed,2,1,2017,4,23,6,350,13097.27,1167.4,37.172,63.478,37.39,62.874
Wed,2,1,2017,5,23,6,350,13448.53,1277.9,42.716,70.599,44.26,70.782
Wed,2,1,2017,6,23,5,330,15147.84,1444.9,52.496,79.785,61.14,82.678
Wed,2,1,2017,7,23,5,360,16095.64,1530.6,58.24,85.398,48.39,86.736
Wed,2,1,2017,8,23,6,0,16242.97,1557.6,60.951,88.908,53.5,85.524
Wed,2,1,2017,9,23,3,330,16209.14,1561.8,61.992,88.418,49.3,84.03
Wed,2,1,2017,10,24,3,280,16144.02,1561.1,62.528,87.968,53.77,82.44
Wed,2,1,2017,11,26,3,270,15837.86,1537.5,61.089,86.464,36.16,80.626
Wed,2,1,2017,12,31,7,270,15576.42,1500.4,60.872,82.61,35.57,80.246
Wed,2,1,2017,13,35,7,270,15389.86,1484.6,59.656,81.4,32.87,81.644
Wed,2,1,2017,14,37,15,250,15213.86,1472.9,58.572,80.745,32.36,81.692
Wed,2,1,2017,15,38,14,240,15460.7,1472.4,58.921,81.933,31.44,83.151
Wed,2,1,2017,16,38,13,240,15827.97,1522,60.02,86.151,34.12,86.358
Wed,2,1,2017,17,36,10,250,17008.42,1647.6,64.51,95.396,42.42,95.808
Wed,2,1,2017,18,34,5,230,17204.45,1664,63.794,97,43.86,97.816
Wed,2,1,2017,19,33,6,240,16801.58,1619.9,60.12,94.056,36.36,95.45
Wed,2,1,2017,20,33,6,0,16198.47,1545.9,56.063,89.332,32.67,90.747
Wed,2,1,2017,21,31,5,240,15188.23,1432.3,50.404,81.776,30.53,83.41
Wed,2,1,2017,22,29,5,260,13905.72,1301.6,44.622,73.11,25.75,74.544
Wed,2,1,2017,23,29,5,230,12786.79,1196.4,40.199,66.08,27.47,67.49
Thu,2,2,2017,0,29,3,240,12553.9,1137.7,38.076,62.158,21.85,63.717
Thu,2,2,2017,1,27,6,260,12788.75,1109.8,36.684,60.588,23.85,61.929
Thu,2,2,2017,2,27,3,240,12989.2,1100.8,36.017,59.828,29.87,61.164
Thu,2,2,2017,3,26,6,270,12923.98,1109.6,36.598,60.184,30.03,61.842
Thu,2,2,2017,4,26,6,240,12938.97,1156.5,38.537,62.874,29.96,64.455
Thu,2,2,2017,5,25,0,0,13695.1,1280,44.896,70.782,37.15,72.098
Thu,2,2,2017,6,24,3,240,15142.25,1474.5,56.74,82.678,53.87,83.853
Thu,2,2,2017,7,22,5,240,16107.84,1553.8,63.794,86.736,48.91,87.938
Thu,2,2,2017,8,25,7,220,16013.31,1545.9,65.734,85.524,46.46,87.336
Thu,2,2,2017,9,29,0,0,15757.45,1526.9,64.745,84.03,38.11,86.066
Thu,2,2,2017,10,35,9,240,15323.58,1518.3,63.662,82.44,40.36,85.758
Thu,2,2,2017,11,37,11,270,15069.83,1510.8,63.749,80.626,38.05,85.28
Thu,2,2,2017,12,37,14,260,14935.36,1495.2,62.368,80.246,36.69,84.452
Thu,2,2,2017,13,38,11,280,14936.41,1498.6,61.744,81.644,33.03,82.89
Thu,2,2,2017,14,38,13,280,14936.89,1490.9,60.611,81.692,32.7,82.374
Thu,2,2,2017,15,36,10,320,15146.35,1488.4,59.72,83.151,33.76,83.814
Thu,2,2,2017,16,35,11,290,15824.65,1541.8,60.723,86.358,37.17,87.676
Thu,2,2,2017,17,33,16,270,17078.6,1670.4,65.972,95.808,42.97,95.066
Thu,2,2,2017,18,31,8,280,17369.22,1693.8,65.037,97.816,49.09,95.223
Thu,2,2,2017,19,29,6,270,17021.2,1655.1,61.52,95.45,46.51,92.421
Thu,2,2,2017,20,29,3,260,16489.14,1587.5,57.592,90.747,38.67,87.942
Thu,2,2,2017,21,28,3,270,15546.48,1478,51.751,83.41,37.98,82.484
Thu,2,2,2017,22,26,5,240,14358.86,1346.9,44.781,74.544,29.2,75.378
Thu,2,2,2017,23,27,10,250,13458.02,1235,40.194,67.49,7.76,69.237
Fri,2,3,2017,0,27,8,250,12967.21,1168.6,38.054,63.717,17.21,65.205
Fri,2,3,2017,1,25,6,250,13087.75,1138.2,36.512,61.929,12.45,63.124
Fri,2,3,2017,2,25,5,270,13213.21,1125.3,35.905,61.164,23.22,61.896
Fri,2,3,2017,3,24,7,280,13139.5,1134.9,36.698,61.842,30.19,61.78
Fri,2,3,2017,4,22,3,220,13302.6,1180.1,40.108,64.455,30.18,63.225
Fri,2,3,2017,5,21,3,200,14108.61,1292.6,46.265,72.098,16.95,66.8
Fri,2,3,2017,6,20,0,0,15496.47,1478.1,56.464,83.853,35.17,72.646
Fri,2,3,2017,7,20,8,250,16363.09,1554.1,63.99,87.938,29.1,78.582
Fri,2,3,2017,8,23,8,230,16207.02,1548,65.354,87.336,35.18,83.067
Fri,2,3,2017,9,26,8,230,15969.26,1530.7,65.938,86.066,26.8,85.056
Fri,2,3,2017,10,29,11,240,15914.1,1527.2,64.902,85.758,36.01,85.234
Fri,2,3,2017,11,30,13,220,15582.85,1519.2,63.366,85.28,36.74,84.027
Fri,2,3,2017,12,30,11,260,15193.76,1497.6,61.819,84.452,33.34,82.282
Fri,2,3,2017,13,31,10,220,15048.11,1483,60.728,82.89,32.89,80.61
Fri,2,3,2017,14,30,6,240,14982.33,1468.3,60.202,82.374,30.53,79.428
Fri,2,3,2017,15,30,9,260,15282.41,1478.6,59.642,83.814,32.25,80.142
Fri,2,3,2017,16,30,7,270,15957.52,1529.4,61.049,87.676,33.88,83.739
Fri,2,3,2017,17,29,9,270,17015.92,1627.8,64.585,95.066,37.9,92.228
Fri,2,3,2017,18,29,10,270,17111.63,1626.8,62.918,95.223,37.55,94.038
Fri,2,3,2017,19,28,9,280,16667.89,1581.1,59.612,92.421,37.13,91.372
Fri,2,3,2017,20,27,5,310,16145.86,1523.1,56.623,87.942,36.02,87.038
Fri,2,3,2017,21,26,7,290,15407.25,1437.5,51.639,82.484,33.62,81.957
Fri,2,3,2017,22,25,9,290,14418.82,1330.8,45.869,75.378,28.85,75.27
Fri,2,3,2017,23,24,7,270,13441.41,1229.9,41.825,69.237,33.12,68.918
Sat,2,4,2017,0,23,7,270,12758.91,1157.6,38.812,65.205,30.98,64.46
Sat,2,4,2017,1,22,11,270,12617.92,1119.6,36.531,63.124,31.1,62.205
Sat,2,4,2017,2,22,9,280,12594.89,1101.7,35.695,61.896,31.78,60.848
Sat,2,4,2017,3,21,7,280,12473.62,1101.7,35.747,61.78,29.52,60.404
Sat,2,4,2017,4,20,7,270,12551.33,1118.5,36.806,63.225,31.48,61.317
Sat,2,4,2017,5,21,5,260,13013.85,1173.4,40.439,66.8,34.07,63.776
Sat,2,4,2017,6,20,7,280,13527.5,1261.3,45.033,72.646,33.09,68.008
Sat,2,4,2017,7,18,5,270,14276.21,1349.8,48.668,78.582,35.87,72.588
Sat,2,4,2017,8,20,7,260,14698.53,1421.5,51.742,83.067,33.2,78.74
Sat,2,4,2017,9,23,10,280,14676.24,1452.2,54.212,85.056,30.28,82.716
Sat,2,4,2017,10,25,11,270,14516.08,1453.7,54.26,85.234,28.29,84.428
Sat,2,4,2017,11,27,15,300,14320.16,1436.9,53.406,84.027,11.81,85.474
Sat,2,4,2017,12,29,14,280,14029.23,1413.6,52.224,82.282,-31.27,85.31
Sat,2,4,2017,13,30,13,270,13819.79,1389.6,50.68,80.61,-15.72,82.934
Sat,2,4,2017,14,31,13,280,13960.83,1370.6,49.959,79.428,19.67,81.976
Sat,2,4,2017,15,30,17,280,14182.93,1379.8,50.774,80.142,13.69,84.512
Sat,2,4,2017,16,30,8,290,14954.25,1433.9,54.679,83.739,29.69,87.378
Sat,2,4,2017,17,29,7,280,16223.85,1556.4,60.009,92.228,34.53,95.34
Sat,2,4,2017,18,28,6,270,16481.06,1570.1,60.601,94.038,35.16,91.923
Sat,2,4,2017,19,27,9,260,16123.14,1521.5,58.3,91.372,32.8,84.528
Sat,2,4,2017,20,26,10,220,15637.26,1462.5,55.781,87.038,32.44,80.895
Sat,2,4,2017,21,26,9,230,14969.79,1379.1,51.501,81.957,32.37,76.659
Sat,2,4,2017,22,25,8,240,14052.41,1275.8,45.49,75.27,30.32,71.528
Sat,2,4,2017,23,24,8,220,13123.44,1177.3,40.89,68.918,28.87,66.819
Sun,2,5,2017,0,25,8,220,12577.47,1106.9,37.518,64.46,34.88,60.801
Sun,2,5,2017,1,24,6,220,12480.13,1069.8,35.752,62.205,30.7,57.663
Sun,2,5,2017,2,24,3,240,12257.48,1048.2,35.172,60.848,25.58,56.742
Sun,2,5,2017,3,24,6,220,12396.03,1042.1,34.923,60.404,27.11,56.912
Sun,2,5,2017,4,24,6,190,12461.63,1051.9,35.338,61.317,28.25,59.636
Sun,2,5,2017,5,24,6,200,12711.94,1088.2,37.165,63.776,35.51,67.095
Sun,2,5,2017,6,24,6,190,13006.74,1155.4,40.535,68.008,40.82,78.573
Sun,2,5,2017,7,24,5,190,13384.8,1235.6,44.065,72.588,39.77,83.16
Sun,2,5,2017,8,25,7,190,13882.61,1331.8,47.588,78.74,34.17,84.27
Sun,2,5,2017,9,28,9,180,14278.5,1392.4,50.517,82.716,36.36,83.565
Sun,2,5,2017,10,31,9,210,14368.2,1408.7,51.208,84.428,40.72,83.097
Sun,2,5,2017,11,34,10,210,14477.68,1411.5,50.83,85.474,44.26,82.482
Sun,2,5,2017,12,36,11,220,14479.11,1398.8,49.458,85.31,55.07,81.424
Sun,2,5,2017,13,38,17,230,14287.93,1379,49.117,82.934,30.24,80.452
Sun,2,5,2017,14,42,14,230,14215.53,1370.8,48.664,81.976,30.71,79.778
Sun,2,5,2017,15,41,14,230,14586.09,1392.3,49.528,84.512,28.7,80.612
Sun,2,5,2017,16,39,11,240,15222.62,1452.1,53.107,87.378,29,86.188
Sun,2,5,2017,17,37,11,240,16309.04,1561.2,59.045,95.34,33.32,96.296
Sun,2,5,2017,18,37,7,220,16019.29,1505.2,56.551,91.923,28.5,97.616
Sun,2,5,2017,19,35,8,230,15093.04,1395.8,51.389,84.528,28.54,94.032
Sun,2,5,2017,20,35,8,250,14568.79,1339.8,48.732,80.895,27.14,88.222
Sun,2,5,2017,21,34,6,230,13971.42,1273.8,45.547,76.659,20.72,79.893
Sun,2,5,2017,22,33,7,210,13285.49,1193.8,41.503,71.528,26.03,71.3
Sun,2,5,2017,23,34,8,220,12970.45,1137.2,38.736,66.819,28.32,64.719
Mon,2,6,2017,0,35,13,230,12377.43,1057.4,35.394,60.801,15.49,60.711
Mon,2,6,2017,1,34,8,250,12272.34,1016.6,33.784,57.663,16.47,58.995
Mon,2,6,2017,2,35,13,290,12025.06,1006.8,33.576,56.742,-10.15,58.287
Mon,2,6,2017,3,34,10,280,11788.37,1020.5,34.06,56.912,-5.98,58.8
Mon,2,6,2017,4,33,17,290,12030.32,1069.8,36.08,59.636,22.29,61.39
Mon,2,6,2017,5,30,17,300,12626.43,1195.2,41.781,67.095,18.81,68.271
Mon,2,6,2017,6,28,14,290,14439.18,1387.9,52.005,78.573,40.15,77.313
Mon,2,6,2017,7,26,15,310,15406.83,1475.1,57.878,83.16,40.25,82.73
Mon,2,6,2017,8,26,20,310,15312.07,1498.5,61.749,84.27,26.58,85.923
Mon,2,6,2017,9,25,16,300,14894.91,1489.6,62.332,83.565,25.83,88.556
Mon,2,6,2017,10,28,17,310,14679.62,1492.8,62.552,83.097,27.93,90.88
Mon,2,6,2017,11,29,15,290,14509.6,1484.2,62.912,82.482,28.51,91.635
Mon,2,6,2017,12,31,14,260,14347.88,1465.3,61.161,81.424,26.13,91.938
Mon,2,6,2017,13,33,14,280,14408.94,1459.8,61.847,80.452,26.27,91.498
Mon,2,6,2017,14,33,16,300,14570.02,1447.4,61.38,79.778,26.58,91.13
Mon,2,6,2017,15,33,10,270,15033.35,1460.5,60.214,80.612,29.03,90.734
Mon,2,6,2017,16,32,16,270,15806.65,1532.8,61.973,86.188,42.46,93.2
Mon,2,6,2017,17,31,11,300,17036.81,1654.6,66.86,96.296,45.66,102.72
Mon,2,6,2017,18,31,9,310,17272.41,1665.8,65.762,97.616,31.97,103.538
Mon,2,6,2017,19,30,7,310,16860.42,1613.7,62.153,94.032,32.8,99.568
Mon,2,6,2017,20,30,5,330,16183.14,1519.2,58.236,88.222,31.79,92.882
Mon,2,6,2017,21,29,5,330,15084.14,1392.5,51.664,79.893,31.27,84.495
Mon,2,6,2017,22,29,3,40,13772.11,1260.3,45.197,71.3,29.26,75.156
Mon,2,6,2017,23,28,0,0,12652.32,1155.1,40.682,64.719,29.48,68.744
Tue,2,7,2017,0,28,0,0,12257.68,1093.6,38.236,60.711,30.32,65.049
Tue,2,7,2017,1,28,0,0,12121.85,1063,37.233,58.995,28.16,63.604
Tue,2,7,2017,2,29,5,220,11983.63,1052.2,36.853,58.287,24.97,62.48
Tue,2,7,2017,3,27,0,0,11969.7,1059,36.913,58.8,25.71,62.472
Tue,2,7,2017,4,26,0,0,12300.99,1102.5,38.922,61.39,26.98,65.12
Tue,2,7,2017,5,27,3,30,13034.58,1213,44.2,68.271,28.85,71.5
Tue,2,7,2017,6,27,8,20,14487.07,1370.8,52.883,77.313,28.15,79.666
Tue,2,7,2017,7,27,6,20,15626.03,1468.6,59.384,82.73,35.21,85.137
Tue,2,7,2017,8,28,6,10,16094.98,1514.7,62.851,85.923,36.24,88.226
Tue,2,7,2017,9,26,8,10,16397.62,1552.2,65.581,88.556,34.24,87.192
Tue,2,7,2017,10,28,9,40,16633.75,1589.7,67.886,90.88,37.53,86.098
Tue,2,7,2017,11,26,9,20,16701.72,1607.6,68.056,91.635,27.9,83.655
Tue,2,7,2017,12,23,13,20,16652.68,1602.8,67.671,91.938,26.95,80.397
Tue,2,7,2017,13,22,11,30,16655.55,1601.1,67.991,91.498,41.67,78.426
Tue,2,7,2017,14,23,13,20,16566.65,1587.9,66.49,91.13,34.86,77.144
Tue,2,7,2017,15,23,13,20,16525.55,1582.7,65.86,90.734,28.03,77.29
Tue,2,7,2017,16,21,13,30,16885.26,1622.8,65.942,93.2,37.78,80.72
Tue,2,7,2017,17,20,11,20,17751.08,1738.2,69.988,102.72,66.18,90.554
Tue,2,7,2017,18,20,11,10,17709.43,1735.1,68.812,103.538,34.34,92.652
Tue,2,7,2017,19,19,13,20,17167.98,1678.1,64.963,99.568,26.99,89.924
Tue,2,7,2017,20,20,9,360,16394.81,1571.4,60.207,92.882,23.78,85.656
Tue,2,7,2017,21,20,13,10,15298.67,1444.9,54.271,84.495,26.23,79.42
Tue,2,7,2017,22,20,13,20,14206.34,1309.7,47.749,75.156,23.11,71.667
Tue,2,7,2017,23,20,8,10,13515.63,1205,43.288,68.744,35.63,65.158
Wed,2,8,2017,0,20,9,360,12800.99,1140.3,40.399,65.049,52.6,61.056
Wed,2,8,2017,1,19,10,340,12649.36,1110.9,39.081,63.604,51.94,58.695
Wed,2,8,2017,2,19,8,330,12619.35,1091.7,38.535,62.48,32.95,57.808
Wed,2,8,2017,3,18,8,340,12376.44,1100.5,38.463,62.472,35.3,57.708
Wed,2,8,2017,4,19,6,310,12583.22,1139.2,39.938,65.12,52.72,59.986
Wed,2,8,2017,5,20,6,300,13097.65,1235.9,44.684,71.5,121.53,65.232
Wed,2,8,2017,6,23,0,0,14545.17,1380.7,52.631,79.666,68.69,72.906
Wed,2,8,2017,7,24,0,0,15553.68,1476.9,58.765,85.137,71.96,79.368
Wed,2,8,2017,8,25,0,0,15847.8,1523.5,61.903,88.226,54.61,85.488
Wed,2,8,2017,9,26,0,0,15689.85,1514,63.014,87.192,47.22,90.462
Wed,2,8,2017,10,29,0,0,15266.85,1488,62.391,86.098,27.95,94.368
Wed,2,8,2017,11,32,7,220,14704.18,1458.2,61.254,83.655,23.27,97.086
Wed,2,8,2017,12,35,8,240,14381.59,1421.7,59.308,80.397,23.02,97.18
Wed,2,8,2017,13,38,9,270,14265.68,1398.6,58.256,78.426,23.07,97.206
Wed,2,8,2017,14,43,7,260,14303.63,1388.6,57.995,77.144,23.1,95.313
Wed,2,8,2017,15,49,14,290,14461.26,1390.7,56.982,77.29,21.06,94.359
Wed,2,8,2017,16,48,8,280,15035.98,1437.9,59.164,80.72,23.44,96.734
Wed,2,8,2017,17,46,8,290,15986.36,1554.2,62.102,90.554,36.71,103.953
Wed,2,8,2017,18,44,6,300,16316.27,1573.7,64.024,92.652,44.28,104.241
Wed,2,8,2017,19,41,5,270,15963.49,1537.3,60.051,89.924,28.15,100.318
Wed,2,8,2017,20,40,5,270,15409.21,1467.3,55.4,85.656,26.78,94.944
